signal,ticker,entry_date,exit_date,entry_price,exit_price,return,hold_days,win
Breakout_50_noSMA,CL,2020-11-04,2021-01-07,73.1868,71.9224,-0.017276405623262492,43,False
Breakout_50_noSMA,CL,2021-04-21,2021-06-21,72.5712,72.1627,-0.005628518498250301,42,False
Breakout_50_noSMA,CL,2021-11-11,2021-12-01,70.4041,67.8085,-0.03686674789186295,13,False
Breakout_50_noSMA,CL,2021-12-13,2022-02-07,71.2035,73.5678,0.033206097897210185,38,True
Breakout_50_noSMA,CL,2022-04-21,2022-05-02,74.1174,70.0028,-0.05551513796548169,7,False
Breakout_50_noSMA,CL,2022-08-17,2022-08-29,74.9807,72.166,-0.03753810732062601,8,False
Breakout_50_noSMA,CL,2022-12-01,2023-01-13,71.538,70.5446,-0.013886786687518082,29,False
Breakout_50_noSMA,CL,2023-04-21,2023-05-25,71.8984,71.032,-0.012049894705238318,24,False
Breakout_50_noSMA,CL,2023-11-01,2024-04-11,70.9149,82.5685,0.16433270421845747,110,True
Breakout_50_noSMA,CL,2024-04-29,2024-09-20,86.8856,98.1538,0.12968993333076084,100,True
Breakout_50_noSMA,CL,2025-03-10,2025-04-08,94.4123,87.5841,-0.07232373940223014,21,False
Breakout_50_noSMA,CL,2026-01-12,2026-03-13,80.9975,88.5397,0.09311625924765576,42,True
Breakout_50,CMCSA,2020-06-08,2020-10-20,33.0276,35.5417,0.07611975956047656,94,True
Breakout_50,CMCSA,2020-11-16,2021-01-15,39.3404,39.3683,0.000710798383452671,41,True
Breakout_50,CMCSA,2021-02-10,2021-04-12,42.4323,42.9644,0.012538055472549381,41,True
Breakout_50,CMCSA,2021-08-24,2021-09-15,48.3146,44.7955,-0.0728368736520203,15,False
Breakout_50,CMCSA,2023-01-09,2023-02-27,31.8602,31.2396,-0.019478847181782832,33,False
Breakout_50,CMCSA,2023-04-28,2023-09-26,33.8376,37.437,0.10637332543417921,103,True
Breakout_50,CMCSA,2024-01-26,2024-02-08,39.1752,37.097,-0.05304862477692962,9,False
Breakout_50,CMCSA,2024-08-01,2024-08-08,36.1269,33.6835,-0.06763630344081994,5,False
Breakout_50,CMCSA,2024-09-30,2024-12-10,36.5649,34.474,-0.05718287011343748,50,False
Breakout_50,CMCSA,2026-02-05,2026-03-18,30.1791,29.5959,-0.019325259447689702,28,False
Breakout_100,CMCSA,2020-07-27,2020-10-20,34.2302,35.5417,0.038314752794401885,60,True
Breakout_100,CMCSA,2020-11-16,2021-01-15,39.3404,39.3683,0.000710798383452671,41,True
Breakout_100,CMCSA,2021-02-10,2021-04-12,42.4323,42.9644,0.012538055472549381,41,True
Breakout_100,CMCSA,2021-08-24,2021-09-15,48.3146,44.7955,-0.0728368736520203,15,False
Breakout_100,CMCSA,2023-01-13,2023-02-27,32.4556,31.2396,-0.03746768400913436,29,False
Breakout_100,CMCSA,2023-05-01,2023-09-26,35.494,37.437,0.054742501641787955,102,True
Breakout_100,CMCSA,2024-01-31,2024-02-08,40.2186,37.097,-0.07761575360975492,6,False
Breakout_100,CMCSA,2024-09-30,2024-12-10,36.5649,34.474,-0.05718287011343748,50,False
Breakout_100,CMCSA,2026-02-09,2026-03-18,30.7425,29.5959,-0.037299031328925536,26,False
Breakout_50_noSMA,CMCSA,2020-05-27,2020-10-20,31.216,35.5417,0.1385745775669711,102,True
Breakout_50_noSMA,CMCSA,2020-11-16,2021-01-15,39.3404,39.3683,0.000710798383452671,41,True
Breakout_50_noSMA,CMCSA,2021-02-10,2021-04-12,42.4323,42.9644,0.012538055472549381,41,True
Breakout_50_noSMA,CMCSA,2021-08-24,2021-09-15,48.3146,44.7955,-0.0728368736520203,15,False
Breakout_50_noSMA,CMCSA,2022-11-23,2023-02-27,29.151,31.2396,0.07164828125784029,63,True
Breakout_50_noSMA,CMCSA,2023-04-28,2023-09-26,33.8376,37.437,0.10637332543417921,103,True
Breakout_50_noSMA,CMCSA,2024-01-26,2024-02-08,39.1752,37.097,-0.05304862477692962,9,False
Breakout_50_noSMA,CMCSA,2024-07-18,2024-07-25,35.2336,33.7535,-0.04200826712604311,5,False
Breakout_50_noSMA,CMCSA,2024-08-01,2024-08-08,36.1269,33.6835,-0.06763630344081994,5,False
Breakout_50_noSMA,CMCSA,2024-09-30,2024-12-10,36.5649,34.474,-0.05718287011343748,50,False
Breakout_50_noSMA,CMCSA,2025-07-02,2025-07-17,32.5374,31.0786,-0.04483428685203483,10,False
Breakout_50_noSMA,CMCSA,2026-01-13,2026-03-18,28.2368,29.5959,0.0481309686185869,44,True
Breakout_50,CME,2020-11-27,2021-01-28,138.4273,145.8506,0.05362626429741235,41,True
Breakout_50,CME,2021-03-02,2021-04-29,168.7895,163.1246,-0.03356162004641072,41,False
Breakout_50,CME,2021-10-18,2022-01-26,172.7603,185.8586,0.07581755127805434,69,True
Breakout_50,CME,2022-02-03,2022-03-09,199.2378,188.6144,-0.05332053180504859,23,False
Breakout_50,CME,2023-02-09,2023-03-10,164.6258,155.5321,-0.05523889432225604,20,False
Breakout_50,CME,2023-04-03,2023-04-27,167.6393,162.3237,-0.0317085911404984,17,False
Breakout_50,CME,2023-07-25,2023-09-27,168.8324,177.5968,0.051911970762072546,45,True
Breakout_50,CME,2023-10-09,2023-12-08,188.1373,188.1791,0.0002223596627628499,43,True
Breakout_50,CME,2024-08-20,2024-11-07,193.9108,206.3933,0.0643720022115466,56,True
Breakout_50,CME,2024-11-27,2025-01-07,218.8734,217.2391,-0.007466953370087959,26,False
Breakout_50,CME,2025-02-05,2025-06-10,233.2059,260.1626,0.11559177695688172,86,True
Breakout_50,CME,2025-11-10,2025-12-08,267.0553,262.9722,-0.015289410891834332,19,False
Breakout_50,CME,2026-01-30,2026-03-26,283.0338,297.55,0.051287676007373495,38,True
Breakout_100,CME,2020-12-02,2021-01-28,141.901,145.8506,0.027833192036045062,38,True
Breakout_100,CME,2021-03-02,2021-04-29,168.7895,163.1246,-0.03356162004641072,41,False
Breakout_100,CME,2021-10-27,2022-01-26,179.6773,185.8586,0.03440242043694508,62,True
Breakout_100,CME,2022-02-03,2022-03-09,199.2378,188.6144,-0.05332053180504859,23,False
Breakout_100,CME,2023-04-03,2023-04-27,167.6393,162.3237,-0.0317085911404984,17,False
Breakout_100,CME,2023-07-27,2023-09-27,176.611,177.5968,0.005581598550615574,43,True
Breakout_100,CME,2023-10-09,2023-12-08,188.1373,188.1791,0.0002223596627628499,43,True
Breakout_100,CME,2024-09-06,2024-11-07,202.7986,206.3933,0.01772512653549696,44,True
Breakout_100,CME,2024-11-27,2025-01-07,218.8734,217.2391,-0.007466953370087959,26,False
Breakout_100,CME,2025-02-05,2025-06-10,233.2059,260.1626,0.11559177695688172,86,True
Breakout_100,CME,2026-01-30,2026-03-26,283.0338,297.55,0.051287676007373495,38,True
Breakout_50_noSMA,CME,2020-11-25,2021-01-28,137.3486,145.8506,0.06190061360839505,42,True
Breakout_50_noSMA,CME,2021-03-02,2021-04-29,168.7895,163.1246,-0.03356162004641072,41,False
Breakout_50_noSMA,CME,2021-10-18,2022-01-26,172.7603,185.8586,0.07581755127805434,69,True
Breakout_50_noSMA,CME,2022-02-03,2022-03-09,199.2378,188.6144,-0.05332053180504859,23,False
Breakout_50_noSMA,CME,2023-02-09,2023-03-10,164.6258,155.5321,-0.05523889432225604,20,False
Breakout_50_noSMA,CME,2023-04-03,2023-04-27,167.6393,162.3237,-0.0317085911404984,17,False
Breakout_50_noSMA,CME,2023-07-25,2023-09-27,168.8324,177.5968,0.051911970762072546,45,True
Breakout_50_noSMA,CME,2023-10-09,2023-12-08,188.1373,188.1791,0.0002223596627628499,43,True
Breakout_50_noSMA,CME,2024-08-20,2024-11-07,193.9108,206.3933,0.0643720022115466,56,True
Breakout_50_noSMA,CME,2024-11-27,2025-01-07,218.8734,217.2391,-0.007466953370087959,26,False
Breakout_50_noSMA,CME,2025-02-05,2025-06-10,233.2059,260.1626,0.11559177695688172,86,True
Breakout_50_noSMA,CME,2025-11-10,2025-12-08,267.0553,262.9722,-0.015289410891834332,19,False
Breakout_50_noSMA,CME,2026-01-30,2026-03-26,283.0338,297.55,0.051287676007373495,38,True
Breakout_50,COP,2020-11-18,2021-01-27,32.2896,33.9638,0.051847992657593434,46,True
Breakout_50,COP,2021-02-17,2021-04-12,41.1426,43.2837,0.05204311353422986,37,True
Breakout_50,COP,2021-06-03,2021-07-15,49.4956,48.0458,-0.029291655899730595,29,False
Breakout_50,COP,2021-09-23,2021-11-22,52.8723,59.5043,0.1254355470206696,42,True
Breakout_50,COP,2022-01-07,2022-04-25,67.578,80.3251,0.1886281677375552,73,True
Breakout_50,COP,2022-05-09,2022-05-10,90.8364,85.4037,-0.059807766663514506,1,False
Breakout_50,COP,2022-05-24,2022-06-17,93.6562,88.0516,-0.05984248030166872,17,False
Breakout_50,COP,2022-09-15,2022-09-26,101.122,87.9043,-0.13071042461042004,7,False
Breakout_50,COP,2022-10-07,2022-12-06,105.2487,105.9193,0.006370728182949037,41,True
Breakout_50,COP,2023-07-13,2023-10-03,101.0605,108.3871,0.0724978089898567,57,True
Breakout_50,COP,2023-10-19,2023-10-27,116.6768,109.2597,-0.06356925099974076,6,False
Breakout_50,COP,2024-03-20,2024-05-03,113.9015,115.1136,0.010641833205098372,31,True
Breakout_50,COP,2025-04-03,2025-04-04,97.0073,89.0499,-0.08202944128165868,1,False
Breakout_50,COP,2025-08-26,2025-09-08,95.9462,91.463,-0.0467261720347798,8,False
Breakout_50,COP,2025-12-11,2026-04-20,95.4175,116.84,0.22451386113689065,87,True
Breakout_100,COP,2020-11-24,2021-01-27,36.533,33.9638,-0.07032651970346682,42,False
Breakout_100,COP,2021-02-17,2021-04-12,41.1426,43.2837,0.05204311353422986,37,True
Breakout_100,COP,2021-07-02,2021-07-15,52.6481,48.0458,-0.0874157855344988,8,False
Breakout_100,COP,2021-09-24,2021-11-22,54.1803,59.5043,0.09826542602001043,41,True
Breakout_100,COP,2022-01-07,2022-04-25,67.578,80.3251,0.1886281677375552,73,True
Breakout_100,COP,2022-05-09,2022-05-10,90.8364,85.4037,-0.059807766663514506,1,False
Breakout_100,COP,2022-05-24,2022-06-17,93.6562,88.0516,-0.05984248030166872,17,False
Breakout_100,COP,2022-10-14,2022-12-06,107.8769,105.9193,-0.018146613706697456,36,False
Breakout_100,COP,2023-07-14,2023-10-03,101.226,108.3871,0.07074391942629443,56,True
Breakout_100,COP,2023-10-19,2023-10-27,116.6768,109.2597,-0.06356925099974076,6,False
Breakout_100,COP,2024-03-20,2024-05-03,113.9015,115.1136,0.010641833205098372,31,True
Breakout_100,COP,2025-09-02,2025-09-08,97.4307,91.463,-0.06125129228790671,4,False
Breakout_100,COP,2026-01-06,2026-04-20,99.4263,116.84,0.17514233820190306,71,True
Breakout_50_noSMA,COP,2020-06-04,2020-06-25,36.2111,32.9531,-0.08997286546742322,15,False
Breakout_50_noSMA,COP,2020-11-17,2021-01-27,31.0962,33.9638,0.09221765821515726,47,True
Breakout_50_noSMA,COP,2021-02-17,2021-04-12,41.1426,43.2837,0.05204311353422986,37,True
Breakout_50_noSMA,COP,2021-06-03,2021-07-15,49.4956,48.0458,-0.029291655899730595,29,False
Breakout_50_noSMA,COP,2021-09-23,2021-11-22,52.8723,59.5043,0.1254355470206696,42,True
Breakout_50_noSMA,COP,2022-01-07,2022-04-25,67.578,80.3251,0.1886281677375552,73,True
Breakout_50_noSMA,COP,2022-05-09,2022-05-10,90.8364,85.4037,-0.059807766663514506,1,False
Breakout_50_noSMA,COP,2022-05-24,2022-06-17,93.6562,88.0516,-0.05984248030166872,17,False
Breakout_50_noSMA,COP,2022-09-15,2022-09-26,101.122,87.9043,-0.13071042461042004,7,False
Breakout_50_noSMA,COP,2022-10-07,2022-12-06,105.2487,105.9193,0.006370728182949037,41,True
Breakout_50_noSMA,COP,2023-07-12,2023-10-03,99.9109,108.3871,0.08483769297854815,58,True
Breakout_50_noSMA,COP,2023-10-19,2023-10-27,116.6768,109.2597,-0.06356925099974076,6,False
Breakout_50_noSMA,COP,2024-03-20,2024-05-03,113.9015,115.1136,0.010641833205098372,31,True
Breakout_50_noSMA,COP,2025-04-03,2025-04-04,97.0073,89.0499,-0.08202944128165868,1,False
Breakout_50_noSMA,COP,2025-08-26,2025-09-08,95.9462,91.463,-0.0467261720347798,8,False
Breakout_50_noSMA,COP,2025-12-11,2026-04-20,95.4175,116.84,0.22451386113689065,87,True
Breakout_50,COST,2020-07-08,2020-09-21,290.8262,306.9184,0.055332905871584126,52,True
Breakout_50,COST,2020-10-09,2020-12-21,336.354,344.9678,0.02560930601794076,50,True
Breakout_50,COST,2021-04-16,2021-10-04,350.0135,426.1725,0.21758870803266483,118,True
Breakout_50,COST,2021-10-22,2022-01-11,455.3071,493.9466,0.08486468875549136,55,True
Breakout_50,COST,2022-03-30,2022-05-02,544.4221,508.3269,-0.06629999800534281,22,False
Breakout_50,COST,2022-07-22,2022-09-06,506.8752,497.6565,-0.018187363037842852,31,False
Breakout_50,COST,2022-11-23,2022-12-06,511.8202,470.2803,-0.08116107957075502,8,False
Breakout_50,COST,2023-04-25,2023-05-04,490.7528,470.4265,-0.041418497774941554,7,False
Breakout_50,COST,2023-06-09,2023-08-22,498.569,521.439,0.04587131971863201,50,True
Breakout_50,COST,2023-11-13,2024-04-02,555.2904,712.1775,0.28253152900158307,95,True
Breakout_50,COST,2024-05-13,2024-07-25,780.6898,828.0363,0.06064712780814041,50,True
Breakout_50,COST,2024-08-28,2024-10-08,903.7939,869.8034,-0.03760865587907547,28,False
Breakout_50,COST,2024-11-11,2024-12-31,937.6198,917.6018,-0.02134982501462257,34,False
Breakout_50,COST,2025-02-05,2025-03-10,1013.3208,950.2621,-0.062229787121665936,22,False
Breakout_50,COST,2025-05-20,2025-06-16,1025.7306,988.2071,-0.03658216367792666,18,False
Breakout_50,COST,2026-01-15,2026-03-20,953.2377,975.08,0.022913825040215885,44,True
Breakout_50,COST,2026-04-09,2026-04-14,1029.49,973.68,-0.05421130665475238,3,False
Breakout_100,COST,2020-07-10,2020-09-21,298.9511,306.9184,0.026651028278865896,50,True
Breakout_100,COST,2020-10-09,2020-12-21,336.354,344.9678,0.02560930601794076,50,True
Breakout_100,COST,2021-05-07,2021-10-04,363.2206,426.1725,0.17331586065589777,103,True
Breakout_100,COST,2021-10-22,2022-01-11,455.3071,493.9466,0.08486468875549136,55,True
Breakout_100,COST,2022-03-31,2022-05-02,551.812,508.3269,-0.0788041914401606,21,False
Breakout_100,COST,2023-06-16,2023-08-22,510.028,521.439,0.022373329634758576,45,True
Breakout_100,COST,2023-11-13,2024-04-02,555.2904,712.1775,0.28253152900158307,95,True
Breakout_100,COST,2024-05-13,2024-07-25,780.6898,828.0363,0.06064712780814041,50,True
Breakout_100,COST,2024-08-28,2024-10-08,903.7939,869.8034,-0.03760865587907547,28,False
Breakout_100,COST,2024-11-11,2024-12-31,937.6198,917.6018,-0.02134982501462257,34,False
Breakout_100,COST,2025-02-05,2025-03-10,1013.3208,950.2621,-0.062229787121665936,22,False
Breakout_100,COST,2026-01-22,2026-03-20,976.5559,975.08,-0.001511294787729267,40,False
Breakout_100,COST,2026-04-09,2026-04-14,1029.49,973.68,-0.05421130665475238,3,False
Breakout_50_noSMA,COST,2020-07-08,2020-09-21,290.8262,306.9184,0.055332905871584126,52,True
Breakout_50_noSMA,COST,2020-10-09,2020-12-21,336.354,344.9678,0.02560930601794076,50,True
Breakout_50_noSMA,COST,2021-04-16,2021-10-04,350.0135,426.1725,0.21758870803266483,118,True
Breakout_50_noSMA,COST,2021-10-22,2022-01-11,455.3071,493.9466,0.08486468875549136,55,True
Breakout_50_noSMA,COST,2022-03-30,2022-05-02,544.4221,508.3269,-0.06629999800534281,22,False
Breakout_50_noSMA,COST,2022-07-22,2022-09-06,506.8752,497.6565,-0.018187363037842852,31,False
Breakout_50_noSMA,COST,2022-11-23,2022-12-06,511.8202,470.2803,-0.08116107957075502,8,False
Breakout_50_noSMA,COST,2023-04-25,2023-05-04,490.7528,470.4265,-0.041418497774941554,7,False
Breakout_50_noSMA,COST,2023-06-09,2023-08-22,498.569,521.439,0.04587131971863201,50,True
Breakout_50_noSMA,COST,2023-11-13,2024-04-02,555.2904,712.1775,0.28253152900158307,95,True
Breakout_50_noSMA,COST,2024-05-13,2024-07-25,780.6898,828.0363,0.06064712780814041,50,True
Breakout_50_noSMA,COST,2024-08-28,2024-10-08,903.7939,869.8034,-0.03760865587907547,28,False
Breakout_50_noSMA,COST,2024-11-11,2024-12-31,937.6198,917.6018,-0.02134982501462257,34,False
Breakout_50_noSMA,COST,2025-02-05,2025-03-10,1013.3208,950.2621,-0.062229787121665936,22,False
Breakout_50_noSMA,COST,2025-05-20,2025-06-16,1025.7306,988.2071,-0.03658216367792666,18,False
Breakout_50_noSMA,COST,2026-01-15,2026-03-20,953.2377,975.08,0.022913825040215885,44,True
Breakout_50_noSMA,COST,2026-04-09,2026-04-14,1029.49,973.68,-0.05421130665475238,3,False
Breakout_50,CPB,2020-03-05,2020-03-13,42.0551,38.7353,-0.07893762068514276,6,False
Breakout_50,CPB,2020-03-18,2020-03-20,42.6935,37.6102,-0.11906564323806779,2,False
Breakout_50,CPB,2020-08-17,2020-09-04,41.8219,39.6033,-0.0530494963319208,14,False
Breakout_50,CPB,2020-11-17,2020-12-08,40.38,39.4665,-0.02262197463485094,14,False
Breakout_50,CPB,2021-01-28,2021-02-03,42.7409,38.7545,-0.09326900813531935,4,False
Breakout_50,CPB,2022-01-06,2022-02-07,37.7081,36.689,-0.027027084454712025,21,False
Breakout_50,CPB,2022-04-12,2022-06-03,39.0578,39.229,0.004384745744563379,36,True
Breakout_50,CPB,2022-08-22,2022-09-06,44.3043,42.5008,-0.04070886996535328,10,False
Breakout_50,CPB,2022-10-27,2022-11-14,44.9525,42.7087,-0.049913040286164945,12,False
Breakout_50,CPB,2022-12-01,2023-01-19,46.6396,46.0383,-0.012893597829968018,32,False
Breakout_50,CPB,2023-04-06,2023-05-16,48.9766,47.02,-0.0399495248319226,27,False
Breakout_50,CPB,2024-04-23,2024-05-29,41.141,40.1653,-0.0237145952465887,25,False
Breakout_50,CPB,2024-07-18,2024-09-30,43.5464,45.4401,0.043487573056409934,51,True
Breakout_100,CPB,2020-03-05,2020-03-13,42.0551,38.7353,-0.07893762068514276,6,False
Breakout_100,CPB,2020-03-18,2020-03-20,42.6935,37.6102,-0.11906564323806779,2,False
Breakout_100,CPB,2021-01-28,2021-02-03,42.7409,38.7545,-0.09326900813531935,4,False
Breakout_100,CPB,2022-01-06,2022-02-07,37.7081,36.689,-0.027027084454712025,21,False
Breakout_100,CPB,2022-04-21,2022-06-03,40.368,39.229,-0.028214004852198493,30,False
Breakout_100,CPB,2022-10-27,2022-11-14,44.9525,42.7087,-0.049913040286164945,12,False
Breakout_100,CPB,2022-12-01,2023-01-19,46.6396,46.0383,-0.012893597829968018,32,False
Breakout_100,CPB,2024-04-23,2024-05-29,41.141,40.1653,-0.0237145952465887,25,False
Breakout_100,CPB,2024-07-18,2024-09-30,43.5464,45.4401,0.043487573056409934,51,True
Breakout_50_noSMA,CPB,2020-03-05,2020-03-13,42.0551,38.7353,-0.07893762068514276,6,False
Breakout_50_noSMA,CPB,2020-03-18,2020-03-20,42.6935,37.6102,-0.11906564323806779,2,False
Breakout_50_noSMA,CPB,2020-08-17,2020-09-04,41.8219,39.6033,-0.0530494963319208,14,False
Breakout_50_noSMA,CPB,2020-11-17,2020-12-08,40.38,39.4665,-0.02262197463485094,14,False
Breakout_50_noSMA,CPB,2021-01-28,2021-02-03,42.7409,38.7545,-0.09326900813531935,4,False
Breakout_50_noSMA,CPB,2021-12-14,2022-02-07,36.8108,36.689,-0.0033093725635992,37,False
Breakout_50_noSMA,CPB,2022-04-12,2022-06-03,39.0578,39.229,0.004384745744563379,36,True
Breakout_50_noSMA,CPB,2022-08-22,2022-09-06,44.3043,42.5008,-0.04070886996535328,10,False
Breakout_50_noSMA,CPB,2022-10-27,2022-11-14,44.9525,42.7087,-0.049913040286164945,12,False
Breakout_50_noSMA,CPB,2022-12-01,2023-01-19,46.6396,46.0383,-0.012893597829968018,32,False
Breakout_50_noSMA,CPB,2023-04-06,2023-05-16,48.9766,47.02,-0.0399495248319226,27,False
Breakout_50_noSMA,CPB,2023-12-07,2024-02-09,38.9005,38.8271,-0.0018885423487744468,43,False
Breakout_50_noSMA,CPB,2024-04-23,2024-05-29,41.141,40.1653,-0.0237145952465887,25,False
Breakout_50_noSMA,CPB,2024-07-18,2024-09-30,43.5464,45.4401,0.043487573056409934,51,True
Breakout_50_noSMA,CPB,2025-09-04,2025-09-26,32.2615,30.789,-0.045643237831203165,16,False
Breakout_50,CRM,2020-05-12,2020-10-27,180.3522,244.4117,0.355191101501362,117,True
Breakout_50,CRM,2021-02-17,2021-03-01,244.9931,216.7182,-0.11541089574676,8,False
Breakout_50,CRM,2021-06-15,2021-08-12,241.662,238.9912,-0.011051819169503041,41,False
Breakout_50,CRM,2021-08-24,2021-11-29,258.1302,285.3308,0.10537549865852824,67,True
Breakout_50,CRM,2023-02-01,2023-08-04,165.3031,213.2788,0.2902284501806627,127,True
Breakout_50,CRM,2023-11-30,2024-04-05,245.4465,289.6706,0.18017835317618203,86,True
Breakout_50,CRM,2024-09-26,2025-01-08,273.3428,324.8019,0.18825882327850563,71,True
Breakout_100,CRM,2020-07-07,2020-10-27,194.8001,244.4117,0.25467949671298884,79,True
Breakout_100,CRM,2021-08-24,2021-11-29,258.1302,285.3308,0.10537549865852824,67,True
Breakout_100,CRM,2023-02-01,2023-08-04,165.3031,213.2788,0.2902284501806627,127,True
Breakout_100,CRM,2023-12-01,2024-04-05,246.3827,289.6706,0.17569377208008952,85,True
Breakout_100,CRM,2024-10-09,2025-01-08,287.8844,324.8019,0.12823731435729657,62,True
Breakout_50_noSMA,CRM,2020-05-12,2020-10-27,180.3522,244.4117,0.355191101501362,117,True
Breakout_50_noSMA,CRM,2021-02-17,2021-03-01,244.9931,216.7182,-0.11541089574676,8,False
Breakout_50_noSMA,CRM,2021-06-15,2021-08-12,241.662,238.9912,-0.011051819169503041,41,False
Breakout_50_noSMA,CRM,2021-08-24,2021-11-29,258.1302,285.3308,0.10537549865852824,67,True
Breakout_50_noSMA,CRM,2023-02-01,2023-08-04,165.3031,213.2788,0.2902284501806627,127,True
Breakout_50_noSMA,CRM,2023-11-30,2024-04-05,245.4465,289.6706,0.18017835317618203,86,True
Breakout_50_noSMA,CRM,2024-09-26,2025-01-08,273.3428,324.8019,0.18825882327850563,71,True
Breakout_50_noSMA,CRM,2025-10-22,2025-11-07,261.1244,235.1812,-0.09935175233263605,12,False
Breakout_50,CRWD,2020-04-21,2020-08-10,68.66,102.81,0.4973782708277126,77,True
Breakout_50,CRWD,2020-09-01,2020-10-29,134.44,132.36,-0.015471599176452133,41,False
Breakout_50,CRWD,2020-12-04,2021-02-25,160.36,216.43,0.3496507349215503,55,True
Breakout_50,CRWD,2021-06-11,2021-08-12,226.61,240.0,0.05908829863458709,43,True
Breakout_50,CRWD,2021-08-27,2021-09-14,279.545,256.04,-0.08408307697782924,11,False
Breakout_50,CRWD,2022-04-14,2022-04-27,238.02,200.09,-0.15935638708396926,8,False
Breakout_50,CRWD,2022-08-11,2022-09-01,204.0,178.45,-0.1252451129988128,15,False
Breakout_50,CRWD,2023-05-19,2023-08-07,142.74,151.26,0.05968886567038778,53,True
Breakout_50,CRWD,2023-09-12,2024-04-05,170.44,309.72,0.8171790470795051,142,True
Breakout_50,CRWD,2024-05-20,2024-05-31,346.0,329.76,-0.046936387960621384,8,False
Breakout_50,CRWD,2024-06-11,2024-07-18,372.86,351.74,-0.05664323324283205,25,False
Breakout_50,CRWD,2024-10-11,2025-01-14,314.92,344.995,0.09550038234186253,63,True
Breakout_50,CRWD,2025-01-29,2025-02-26,404.35,384.69,-0.048621252294667516,19,False
Breakout_50,CRWD,2025-05-27,2025-07-18,464.0,472.31,0.01790947749696925,36,True
Breakout_50,CRWD,2025-10-09,2025-11-21,509.95,497.91,-0.02361017404983179,31,False
Breakout_100,CRWD,2020-04-21,2020-08-10,68.66,102.81,0.4973782708277126,77,True
Breakout_100,CRWD,2020-09-01,2020-10-29,134.44,132.36,-0.015471599176452133,41,False
Breakout_100,CRWD,2020-12-04,2021-02-25,160.36,216.43,0.3496507349215503,55,True
Breakout_100,CRWD,2021-06-23,2021-08-12,255.31,240.0,-0.05996630647054901,35,False
Breakout_100,CRWD,2021-08-27,2021-09-14,279.545,256.04,-0.08408307697782924,11,False
Breakout_100,CRWD,2023-05-19,2023-08-07,142.74,151.26,0.05968886567038778,53,True
Breakout_100,CRWD,2023-09-12,2024-04-05,170.44,309.72,0.8171790470795051,142,True
Breakout_100,CRWD,2024-06-11,2024-07-18,372.86,351.74,-0.05664323324283205,25,False
Breakout_100,CRWD,2024-12-17,2025-01-14,386.75,344.995,-0.10796381353021978,17,False
Breakout_100,CRWD,2025-01-29,2025-02-26,404.35,384.69,-0.048621252294667516,19,False
Breakout_100,CRWD,2025-05-28,2025-07-18,472.985,472.31,-0.001427080803563019,35,False
Breakout_100,CRWD,2025-10-24,2025-11-21,528.8,497.91,-0.05841525121773106,20,False
Breakout_50_noSMA,CRWD,2020-04-21,2020-08-10,68.66,102.81,0.4973782708277126,77,True
Breakout_50_noSMA,CRWD,2020-09-01,2020-10-29,134.44,132.36,-0.015471599176452133,41,False
Breakout_50_noSMA,CRWD,2020-12-04,2021-02-25,160.36,216.43,0.3496507349215503,55,True
Breakout_50_noSMA,CRWD,2021-06-11,2021-08-12,226.61,240.0,0.05908829863458709,43,True
Breakout_50_noSMA,CRWD,2021-08-27,2021-09-14,279.545,256.04,-0.08408307697782924,11,False
Breakout_50_noSMA,CRWD,2022-03-21,2022-04-27,203.0,200.09,-0.014334993409405805,26,False
Breakout_50_noSMA,CRWD,2022-08-04,2022-09-01,191.31,178.45,-0.06722074525359212,20,False
Breakout_50_noSMA,CRWD,2023-03-03,2023-04-26,123.3,123.82,0.004217328712053048,37,True
Breakout_50_noSMA,CRWD,2023-05-19,2023-08-07,142.74,151.26,0.05968886567038778,53,True
Breakout_50_noSMA,CRWD,2023-09-12,2024-04-05,170.44,309.72,0.8171790470795051,142,True
Breakout_50_noSMA,CRWD,2024-05-20,2024-05-31,346.0,329.76,-0.046936387960621384,8,False
Breakout_50_noSMA,CRWD,2024-06-11,2024-07-18,372.86,351.74,-0.05664323324283205,25,False
Breakout_50_noSMA,CRWD,2024-10-11,2025-01-14,314.92,344.995,0.09550038234186253,63,True
Breakout_50_noSMA,CRWD,2025-01-29,2025-02-26,404.35,384.69,-0.048621252294667516,19,False
Breakout_50_noSMA,CRWD,2025-05-27,2025-07-18,464.0,472.31,0.01790947749696925,36,True
Breakout_50_noSMA,CRWD,2025-10-09,2025-11-21,509.95,497.91,-0.02361017404983179,31,False
Breakout_50,CSX,2020-05-27,2020-06-29,22.3908,20.55,-0.08220903713523309,23,False
Breakout_50,CSX,2020-08-31,2020-10-29,23.9069,23.4392,-0.0195649087495543,42,False
Breakout_50,CSX,2020-11-05,2021-01-05,26.4872,27.2983,0.03062130497193305,40,True
Breakout_50,CSX,2021-01-08,2021-01-25,29.1558,27.2517,-0.06531005580285909,10,False
Breakout_50,CSX,2021-03-29,2021-05-21,30.5116,30.7079,0.006432901389985535,38,True
Breakout_50,CSX,2021-08-12,2021-09-07,31.8685,29.9647,-0.0597386229801572,17,False
Breakout_50,CSX,2021-10-21,2021-12-21,33.2075,33.5584,0.010567417837115345,42,True
Breakout_50,CSX,2021-12-29,2022-01-19,35.2641,33.2945,-0.05585284749500452,14,False
Breakout_50,CSX,2022-08-11,2022-09-06,32.3716,29.7126,-0.0821392284740029,17,False
