ticker,start_date,end_date,start_price,peak_price,duration_d,duration_td,return_pct,velocity,feat_dist_sma20,feat_dist_sma50,feat_dist_sma200,feat_rsi14,feat_bb_width,feat_bb_pos,feat_macd_hist_norm,feat_vol_spike,feat_atr_pct,feat_adx14,feat_roc5,feat_roc20,feat_trend_align,feat_sma20_slope
PANW,2020-03-18,2020-06-02,22.0967,39.9767,76,52,80.92,1.0647,-0.261359849632086,-0.3894020038530833,-0.3907724979244502,24.08970173674396,1.0188416402687597,0.15270440547524222,-0.027766852770422713,0.9584950177698306,0.09159429804893683,78.65372346478713,-0.15838251600178743,-0.4669293778400866,0.0,-0.1290854774108665
ROST,2020-03-18,2020-03-31,56.5948,82.0752,13,9,45.02,3.46327,-0.41134087844357387,-0.46161027178816844,-0.4467257373205286,16.53068284812923,1.1820696187702104,-0.09114624848764442,-0.07696975966990983,2.126558628706819,0.13501740973698764,62.778880496824016,-0.389664333326038,-0.5106989633646725,0.0,-0.09702414858742625
SLV,2020-03-18,2020-04-14,11.21,14.65,27,18,30.69,1.13655,-0.2720779150930499,-0.3069208923028422,-0.29532974977581383,13.233687204240397,0.6487924517644761,-0.07610627619599897,-0.04713304070232013,1.65385888899525,0.06518413151571055,52.74010846254088,-0.2827895101683464,-0.34939057829527975,0.0,-0.0615192383330736
TLT,2020-03-18,2020-04-21,120.6605,143.3862,34,23,18.83,0.55395,-0.07025007212739487,-0.01847286891286304,0.035821888239253044,42.145343134941676,0.18896791707249358,0.10015419393065551,-0.010659446055362998,1.5911341966050327,0.06160324150770383,39.399963307871694,-0.07781255783637642,-0.006643371203901127,1.0,0.016644098323467027
TRV,2020-03-18,2020-03-30,72.1247,90.5775,12,8,25.58,2.13204,-0.30622406110366945,-0.36292454642132876,-0.4078531064771194,28.482817672183856,0.7663351918347833,-0.07597191611267697,-0.04876295697708875,1.3355665672674133,0.12128148525750335,59.01032570511832,-0.27451148172486917,-0.3886689566520739,0.0,-0.0795185886165275
TSLA,2020-03-18,2020-03-25,24.0813,35.95,7,5,49.29,7.04082,-0.46318000777374785,-0.44980243152424965,-0.025050002909113515,24.282498107901063,1.6451544426612223,-0.024462510672485387,-0.12107443577719962,1.2949384533765376,0.20004825134802007,47.30234219082475,-0.4304590059900002,-0.606265385382069,1.0,-0.11817380541724853
VTR,2020-03-18,2020-03-27,13.3805,23.9619,9,7,79.08,8.78674,-0.6332792705071187,-0.6826767844947822,-0.727894304445051,16.396662190785364,3.4554521794739936,0.000247557579536818,-0.20745208001996268,2.293177037136619,0.3193028602992317,69.55146414180149,-0.5529503787966652,-0.7131022421730796,0.0,-0.15781716610100693
XLY,2020-03-18,2020-03-26,41.4512,48.3205,8,6,16.57,2.0715,-0.22257682925185907,-0.2815218172547669,-0.27460141575050945,27.952442536579554,0.5965764662833203,0.02009380791224211,-0.03282445399347978,1.2940820320816082,0.08573065457392498,63.04044143121042,-0.18400658671226622,-0.3388523774448393,0.0,-0.07842107867919601
EWT,2020-03-19,2020-03-26,19.6513,22.7243,7,5,15.64,2.23396,-0.18691569833745314,-0.23723383142454607,-0.1997135050710947,27.941026887761623,0.4379912495445953,-0.02486156070401052,-0.028420704020143097,0.8637528305554101,0.056963586671969935,47.27290691162081,-0.11178070599456824,-0.2515867455399511,0.0,-0.055106019489038593
GLD,2020-03-19,2020-08-06,138.04,193.89,140,97,40.46,0.28899,-0.08399584349926535,-0.07339415517061582,-0.020796069014777686,30.22186805938479,0.17940929186479568,-0.011111225375516856,-0.014350009603047158,0.8606585149778192,0.03291488411504365,38.79480541313454,-0.06597199027625134,-0.09428521770680254,1.0,-0.014797847691893962
LQD,2020-03-19,2020-12-31,84.4773,113.5947,287,199,34.47,0.1201,-0.16977370447484558,-0.18129291104176845,-0.16150998235039182,18.26214307155024,0.3180631617699991,-0.1429253777794368,-0.02489400647987612,1.119018828946224,0.04202756477799201,72.2009383479391,-0.10929315870800904,-0.19896509280770824,0.0,-0.029692237196070947
HD,2020-03-20,2020-03-30,131.5989,169.6126,10,6,28.89,2.8886,-0.26705294386343437,-0.317665126240908,-0.30415342939130535,30.43478799393837,0.7880677147840779,0.03766025508445504,-0.04837237538827827,1.3169993808146598,0.12776559317504316,50.470411700190645,-0.2602228509453778,-0.37569129722137584,0.0,-0.08974224247624218
LOW,2020-03-20,2020-03-30,59.1898,79.1249,10,6,33.68,3.368,-0.31801025058822885,-0.40647419707831633,-0.3912862411013764,28.028541080191687,1.0995780825127206,0.0759303445840069,-0.056936358307520446,1.2224214035487229,0.14996124298123664,57.75849089734806,-0.3122604518265498,-0.4704334465601211,0.0,-0.12434249969436661
