ticker,slot,entry_date,exit_date,entry_price,exit_price,shares,pnl_€,ret_%,hold_d,earned_mode,earned_date,pyramid_count,max_unreal_%,exit_reason,is_rotation,exhausted,exhaust_date,setup
ON,1,2020-11-10,2021-01-28,27.5,35.35,168,1278.8,27.56,53,True,2020-11-27,0,40.07,ATR,False,False,,A
CPB,1,2021-01-28,2021-01-29,42.74,40.14,118,-346.48,-6.84,1,False,,0,0.0,ATR,False,False,,A
MSFT,2,2021-01-27,2021-02-05,227.85,231.9,18,32.89,0.8,7,False,,0,2.1,Rotation,True,False,,A
ABT,1,2021-01-29,2021-02-09,109.07,113.22,44,142.78,2.96,7,False,,0,3.53,Rotation,True,False,,A
DIS,1,2021-02-09,2021-03-29,183.84,180.98,26,-114.43,-2.38,33,True,2021-02-24,0,7.3,ATR,False,False,,A
EWL,1,2021-04-09,2021-04-14,41.64,41.7,117,-33.64,-0.69,3,False,,0,0.5,Rotation,True,False,,A
EWQ,1,2021-04-14,2021-04-15,31.13,31.29,156,-14.64,-0.3,1,False,,0,0.05,Rotation,True,False,,A
WFC,1,2021-04-15,2021-06-11,37.46,40.28,130,327.63,6.7,40,True,2021-04-19,0,14.02,ATR,False,False,,A
HCA,2,2021-02-05,2021-06-21,171.6,194.96,28,614.1,12.73,93,True,2021-03-09,0,20.6,ATR,False,False,,A
LQD,2,2021-06-21,2021-06-25,111.08,111.16,48,-36.41,-0.68,4,False,,0,0.06,Rotation,True,False,,A
SPGI,2,2021-06-25,2021-07-13,394.91,394.87,13,-40.62,-0.79,11,False,,0,2.03,Rotation,True,False,,A
ADBE,1,2021-06-11,2021-09-21,529.75,646.88,9,1014.17,21.18,70,True,2021-06-14,0,25.83,ATR,False,False,,A
ALB,2,2021-07-13,2021-09-21,175.62,206.9,30,898.24,16.98,49,True,2021-07-21,0,31.27,ATR,False,False,,A
BKNG,2,2021-09-23,2021-09-24,94.66,96.3,66,68.15,1.09,1,False,,0,2.69,Rotation,True,False,,A
COP,1,2021-09-23,2021-11-22,52.87,59.5,118,742.58,11.86,42,True,2021-09-27,0,23.74,ATR,False,False,,A
CRM,2,2021-09-24,2021-11-24,274.47,281.9,22,123.48,2.04,43,True,2021-10-14,0,11.3,ATR,False,False,,A
ADBE,1,2021-11-22,2021-11-24,696.28,655.83,9,-404.05,-6.43,2,False,,0,0.0,ATR,False,False,,A
SJM,2,2021-11-24,2021-11-30,115.86,111.03,56,-310.67,-4.77,3,False,,0,0.0,Rotation,True,False,,A
ABBV,1,2021-11-24,2021-12-01,100.69,98.23,64,-197.47,-3.05,4,False,,0,0.0,ATR,False,False,,A
TLT,1,2021-12-02,2021-12-06,131.17,132.13,47,5.15,0.08,2,False,,0,0.93,Rotation,True,False,,A
NEE,2,2021-11-30,2022-01-07,78.47,76.44,80,-202.56,-3.22,27,True,2021-12-08,0,6.03,ATR,False,False,,A
MRVL,1,2021-12-06,2022-01-10,82.07,79.77,76,-214.93,-3.43,24,True,2021-12-07,0,9.58,ATR,False,False,,A
VFH,1,2022-01-10,2022-01-19,93.31,90.89,64,-194.56,-3.25,6,False,,0,0.14,ATR,False,False,,A
ABBV,1,2022-01-19,2022-01-24,116.93,113.86,50,-193.87,-3.3,3,False,,0,0.0,ATR,False,False,,A
MET,2,2022-01-07,2022-01-28,58.65,57.27,104,-183.49,-3.0,14,False,,0,2.44,Rotation,True,False,,A
MDLZ,1,2022-01-24,2022-01-31,61.28,59.19,92,-233.12,-4.12,5,False,,0,0.0,ATR,False,False,,A
VRTX,1,2022-01-31,2022-02-15,240.87,231.88,23,-246.77,-4.44,11,True,2022-02-02,0,5.27,ATR,False,False,,A
BMY,1,2022-02-16,2022-02-18,56.79,56.47,94,-70.72,-1.32,2,False,,0,0.0,Rotation,True,False,,A
CVS,2,2022-01-28,2022-02-23,91.95,88.38,62,-261.25,-4.57,17,False,,0,3.89,ATR,False,False,,A
NEM,1,2022-02-18,2022-03-01,59.58,59.17,89,-76.97,-1.45,6,False,,0,1.25,Rotation,True,False,,A
DVN,1,2022-03-01,2022-03-15,48.92,41.85,109,-810.71,-15.15,10,False,,0,0.95,ATR,False,False,,A
CVX,2,2022-02-28,2022-04-25,118.59,132.61,45,590.73,11.03,39,True,2022-03-01,0,24.86,ATR,False,False,,A
REGN,1,2022-03-15,2022-04-25,655.83,680.11,6,105.66,2.67,28,True,2022-03-21,0,11.9,ATR,False,False,,A
XOM,2,2022-05-05,2022-05-10,80.2,74.62,65,-402.49,-7.69,3,False,,0,0.0,ATR,False,False,,A
CPB,1,2022-04-29,2022-05-19,41.14,39.22,128,-285.53,-5.4,14,True,2022-05-06,0,6.97,ATR,False,False,,A
MCD,2,2022-07-27,2022-07-28,234.71,237.47,21,17.81,0.36,1,False,,0,1.21,Rotation,True,False,,A
TMUS,2,2022-07-28,2022-09-08,136.01,140.19,36,110.57,2.25,29,False,,0,3.97,Rotation,True,False,,A
GIS,1,2022-06-30,2022-09-14,63.38,63.92,78,2.0,0.04,52,True,2022-08-09,0,6.77,ATR,False,False,,A
ENPH,2,2022-09-08,2022-09-23,315.0,279.03,15,-579.55,-12.21,11,False,,0,1.78,ATR,False,False,,A
GIS,1,2022-09-22,2022-10-03,69.17,66.47,72,-234.39,-4.69,7,False,,0,0.74,ATR,False,False,,A
VRTX,1,2022-10-25,2022-10-28,312.0,302.0,14,-180.0,-4.1,3,False,,0,0.0,ATR,False,False,,A
TMUS,1,2022-10-31,2022-12-01,144.22,146.4,31,27.36,0.61,22,False,,0,1.52,Rotation,True,False,,A
GIS,1,2022-12-01,2023-01-09,74.04,74.51,61,-11.45,-0.25,25,False,,0,2.71,Rotation,True,False,,A
LLY,2,2022-09-29,2023-01-10,324.68,340.24,13,162.26,3.83,70,True,2022-10-26,0,12.53,ATR,False,False,,A
SYK,2,2023-01-10,2023-01-31,252.84,241.3,18,-247.68,-5.42,14,False,,0,1.08,ATR,False,False,,A
SBUX,1,2023-01-09,2023-02-06,98.41,96.09,45,-144.77,-3.25,19,True,2023-02-01,0,3.26,ATR,False,False,,A
FTV,1,2023-02-06,2023-02-07,50.94,51.04,86,-31.05,-0.71,1,False,,0,0.58,Rotation,True,False,,A
AME,1,2023-02-07,2023-02-08,142.73,143.47,30,-17.97,-0.42,1,False,,0,0.64,Rotation,True,False,,A
ITW,2,2023-02-01,2023-02-22,218.72,217.08,20,-72.81,-1.66,14,True,2023-02-02,0,6.16,ATR,False,False,,A
DD,1,2023-02-08,2023-02-22,30.28,28.66,144,-274.4,-6.26,9,False,,0,0.0,ATR,False,False,,A
CRM,2,2023-03-03,2023-03-09,185.35,180.45,22,-147.76,-3.61,4,False,,0,0.0,Rotation,True,False,,A
LIN,1,2023-02-27,2023-03-10,331.81,331.76,12,-40.69,-1.02,9,False,,0,4.66,Rotation,True,False,,A
ANET,2,2023-03-09,2023-04-21,37.2,38.86,111,144.26,3.48,30,True,2023-03-16,0,13.85,ATR,False,False,,A
CL,2,2023-04-21,2023-04-24,71.9,71.53,58,-61.61,-1.47,1,False,,0,0.0,Rotation,True,False,,A
GE,1,2023-03-10,2023-04-27,72.19,76.22,56,185.24,4.56,33,True,2023-04-03,0,8.98,ATR,False,False,,A
PG,2,2023-04-24,2023-04-28,144.68,145.67,28,-12.33,-0.3,4,False,,0,0.81,Rotation,True,False,,A
MSFT,1,2023-04-27,2023-07-27,289.12,333.33,14,578.9,14.23,62,True,2023-05-05,0,21.73,ATR,False,False,,A
GOOGL,1,2023-07-27,2023-07-28,130.59,129.71,34,-70.01,-1.57,1,False,,0,0.0,Rotation,True,False,,A
ANSS,1,2023-07-28,2023-08-14,69.19,63.42,64,-409.65,-9.21,11,False,,0,1.54,ATR,False,False,,A
META,2,2023-04-28,2023-08-17,237.15,290.77,17,871.53,21.51,76,True,2023-05-22,0,36.18,ATR,False,False,,A
OXY,1,2023-08-14,2023-08-17,62.44,60.34,68,-182.51,-4.28,3,False,,0,0.0,Rotation,True,False,,A
PGR,1,2023-08-17,2023-08-21,124.85,122.6,36,-120.99,-2.68,2,False,,0,0.0,Rotation,True,False,,A
ROST,1,2023-08-21,2023-08-30,115.31,117.64,38,48.65,1.11,7,False,,0,2.75,Rotation,True,False,,A
TJX,2,2023-08-17,2023-09-22,86.21,86.26,54,-37.39,-0.8,25,True,2023-08-30,0,5.09,ATR,False,False,,A
GOOG,1,2023-08-30,2023-09-27,134.47,128.39,33,-240.64,-5.4,19,False,,0,2.52,ATR,False,False,,A
