ticker,entry_date,entry_price,exit_date,exit_price,shares,units,pnl_net,hold_days,entry_reason,exit_reason,return,max_high,trailing_stop_final,earned_mode,pyramid_count,atr_at_entry
APA,2022-01-13,28.33398300830195,2022-02-23,27.381284070533706,69,1,-105.7362267060088,27,Rotation: Breakout_50 | Trend: +46.3%,ATR Stop,-0.033623897405779424,31.75323054971659,27.204924792125524,True,0,1.184197773611538
GLD,2022-02-24,182.58999633789062,2022-02-25,176.4199981689453,10,1,-101.69998168945312,1,Breakout_50 | Trend: +5.4%,ATR Stop,-0.03379154549917107,182.60000610351562,179.39428056989397,False,0,1.597857883998326
SLB,2022-02-17,37.45178691318531,2022-03-02,35.154904889583605,52,1,-159.4378652272886,8,Rotation: Breakout_50 | Trend: +31.9%,ATR Stop,-0.061329036954257066,37.88017691103386,34.60101496537832,False,0,1.4253859739034966
COP,2022-01-10,69.10311893624058,2022-04-25,80.32507828327809,28,1,274.2148617170503,72,Breakout_50 | Trend: +30.7%,ATR Stop,0.16239439723974947,92.58946258887097,83.22468298235947,True,0,1.792013064935288
CVX,2022-02-28,118.59374090608213,2022-04-25,132.6100640899678,16,1,184.2611709421708,39,Breakout_50 | Trend: +28.8%,ATR Stop,0.11818771443415055,148.81481219010203,138.28341262912517,True,0,3.1934149940502334
DVN,2022-01-05,39.256459249798716,2022-04-26,47.210493910682175,50,1,357.7017330441729,76,Breakout_50 | Trend: +54.2%,ATR Stop,0.20261722052592512,54.25683535069731,47.32033722255532,True,0,1.6305924401687708
HAL,2022-01-14,25.653966316635092,2022-04-26,32.73013233857734,77,1,504.8647836895532,69,Breakout_50 | Trend: +25.6%,ATR Stop,0.2758312665809408,39.19886122335495,34.614156153033285,True,0,0.7950555958169991
JNJ,2022-04-26,164.81848081495514,2022-05-06,155.94980433054766,12,1,-146.42411781288968,8,Breakout_50 | Trend: +10.9%,ATR Stop,-0.053808750332825284,166.12741306780944,158.69995792786733,False,0,3.059261443543907
ALB,2022-05-06,223.67483763971381,2022-05-09,226.04933647605824,8,1,-21.004009309244566,1,Breakout_50 | Trend: +5.2%,Rotation -> DVN (+58.9% vs +7.7%),0.010615851391246656,230.71276276086883,201.74153878751903,False,0,10.966649426097389
CPB,2022-04-29,41.13868961070679,2022-05-18,42.40606788325547,48,1,20.834157082336446,13,Breakout_50 | Trend: +13.3%,Rotation -> MPC (+39.8% vs +17.0%),0.030807453629218884,44.47841093897877,40.72121064736153,True,0,0.7401235664019197
OXY,2022-03-02,45.57815479714368,2022-06-14,58.270437065752255,39,1,454.99900847573434,72,Breakout_50 | Trend: +52.8%,ATR Stop,0.27847292908408794,69.70245133411994,59.885839887899586,True,0,2.24731212291351
DVN,2022-05-09,55.823607103351776,2022-06-14,60.263574206345396,35,1,115.3988486047767,25,Rotation: Breakout_50 | Trend: +58.9%,ATR Stop,0.07953565406071794,65.8211329731699,58.49501546173304,True,0,2.941108570143618
MPC,2022-05-18,90.2077855489387,2022-06-14,96.39472707467573,21,1,89.92577204047757,18,Rotation: Breakout_50 | Trend: +39.8%,ATR Stop,0.06858544956056534,105.27923697652325,96.15764484837473,True,0,3.5589722910623394
VLO,2022-04-29,101.44275247569993,2022-06-16,110.69426209616792,19,1,135.77868278889173,33,Breakout_50 | Trend: +48.7%,ATR Stop,0.09119931581789587,130.99325307938696,116.1682913827332,True,0,3.9030071067939685
MRO,2022-04-29,101.44276816427538,2022-06-16,110.69424615372755,19,1,135.77808179959123,33,Breakout_50 | Trend: +48.7%,ATR Stop,0.09119898990207376,130.99322191651962,116.16825820467972,True,0,3.903009662682227
FDX,2022-06-16,207.7479549302171,2022-06-28,225.07213087540288,9,1,115.91758350667195,7,Breakout_50 | Trend: +0.9%,Rotation -> MRK (+17.7% vs +5.2%),0.08339035612170043,229.46289501743846,196.84271420159533,True,0,8.656608884580688
