ticker,trough_date,peak_date,wait_days,decision_date,rem_ret_pct,rest_dd_pct,rem_tq,total_ret,dist_sma200_dec,atr_pct_dec,snap_atr_pct,delta_atr_pct,snap_bb_width,delta_bb_width,snap_dist_sma200,delta_dist_sma200,snap_rsi14,delta_rsi14,snap_vol_spike,delta_vol_spike,snap_dist_sma50,delta_dist_sma50,snap_dist_sma20,delta_dist_sma20,snap_macd_hist_norm,delta_macd_hist_norm,wait_days_key
GOOG,2026-03-30,2026-04-27,2,2026-04-01,18.18,2.63,6.9106,27.6,0.1146,0.026,0.02604029234016165,0.0010651376102804588,0.15113063501888702,-0.010279480233848504,0.11460647505208742,0.07774324224975873,47.438446345826975,23.48560534468163,1.164609493412337,0.03667890544066177,-0.050886899444051586,0.07399175666475745,-0.00651513904551036,0.07713838608107755,-0.0025509769809480684,0.00779732313809754,2
GOOGL,2020-08-04,2020-09-02,2,2020-08-06,14.12,1.62,8.703,16.57,0.1043,0.0257,0.02573983831235604,-0.0005912655308571678,0.06934531779714467,0.0028146284376755065,0.1042728882484964,0.02125518133940689,51.89996038455153,6.342531577645218,0.9407757035480345,-0.0940177381996462,0.02205178537001414,0.019555403430538985,-0.008379112969869781,0.022075097620440555,-0.005596861139908553,0.001241921027874019,2
GOOGL,2020-09-23,2020-10-23,2,2020-09-25,13.48,2.48,5.4366,15.86,0.0242,0.0329,0.03292475549080255,-0.0074133692436737925,0.2417835147279454,0.00036502008458130786,0.024164258335561437,0.02048716861860395,39.726833591281846,5.129771426621588,0.7756506170471258,-0.16678077901337807,-0.060739506956722214,0.02140081287670216,-0.060059312024350685,0.031564089019037754,-0.010099848152088095,0.003220453886541016,2
GOOGL,2020-10-28,2020-12-02,2,2020-10-30,12.92,2.62,4.9337,20.79,0.1345,0.0328,0.03278550419514205,0.0022529733087495243,0.1280810379019911,-0.015796326823123485,0.13454649859400267,0.07287304980979915,58.264691425223354,12.30978683460895,2.5259542699041746,1.2345970498640395,0.049803990371654276,0.06774286585300969,0.04336649723708015,0.060708971604472944,0.0016481896486462708,0.00025869667056871437,2
GOOGL,2020-12-22,2021-02-17,2,2020-12-24,22.17,4.67,4.7521,23.16,0.1651,0.0187,0.018657438788660153,-0.00018398762852204348,0.08178730892624049,0.005135275110636939,0.1651107679217903,0.0049226567890485184,47.436378002828185,3.6271475625278597,0.32883329860902666,-0.37157105854561934,0.012546110245212664,0.004231315281400597,-0.0205378413749689,0.009670878136652107,-0.00649330021206169,0.001479026685195995,2
GOOGL,2021-03-08,2021-04-29,2,2021-03-10,17.51,3.77,4.6444,19.19,0.2264,0.0309,0.03089979960107207,0.0008300548553424221,0.06909588235317936,0.0008544611932105733,0.2263982381344003,0.01268720186427802,52.11581836364596,3.093199802783225,0.8597770290420624,-0.3293291738684546,0.052962611447660714,0.008200059320150499,-0.01373305495814898,0.01585569883704429,-0.006493319552529952,0.0007865173840054815,2
GOOGL,2021-05-12,2021-09-01,2,2021-05-14,27.47,2.85,9.6283,32.0,0.2452,0.0251,0.025060728096925385,-0.00043344384625490506,0.08154264000279443,0.0028056588881727462,0.24517563455504995,0.03781586965847214,51.87590875287831,10.37078181045343,0.9101744624321195,-0.42760119995087265,0.03965986970065599,0.031400108199426645,-0.010028830084290221,0.035204678616440596,-0.008042522320020227,0.0008195551250257168,2
GOOGL,2023-07-10,2023-09-18,2,2023-07-12,16.21,4.96,3.2688,18.69,0.1607,0.0238,0.023777488947901864,-0.00043277228280294566,0.08195525798519443,0.0021593978763845417,0.1606929622291232,0.022167307712559675,47.40756854605416,7.29523151066045,1.0422313411884723,-0.17124578971632842,-0.0025362320523617827,0.017324124459808805,-0.014937848491188881,0.02443982692348926,-0.004709335499088091,0.0010391456409712839,2
GOOGL,2023-12-04,2024-01-29,2,2023-12-06,18.07,4.09,4.4158,18.75,0.0715,0.0214,0.02144173525474188,0.00030659303665165477,0.08572641274125654,-1.7824918360886954e-05,0.07152568252881283,0.0028839159347142374,42.3871453685087,2.6547863811469483,0.9034819937443523,-0.5075896578758448,-0.025157554633530445,0.005429769965488069,-0.029306658869702403,0.005674816732926146,-0.0053689114399060895,-0.0011421906739720687,2
GOOGL,2024-03-06,2024-04-26,2,2024-03-08,26.98,3.34,8.0857,30.86,0.0178,0.0228,0.022787955750076822,-0.0011846819012251882,0.1519513514125292,-0.0035867603630136413,0.01784714279311523,0.029325658872164453,42.13888639462275,9.510104473563551,1.1769504796465418,0.07270591041904328,-0.04667828413663387,0.02995023551804589,-0.032184281026905626,0.03587436306112554,-0.005407813763222057,0.004042519129035488,2
GOOGL,2024-04-30,2024-07-10,2,2024-05-02,14.87,3.23,4.6079,17.58,0.1988,0.0304,0.030445666437560238,-0.00045934569398207656,0.12171178686655515,0.0025952647218631664,0.19883530539975006,0.02416054937284201,62.466937530472855,3.820809098409967,0.807274290833402,-0.30494253426738804,0.11423482480069054,0.018821041508657613,0.05020659185245552,0.01604572667324574,0.003036903536730456,-0.0004751583188048131,2
GOOGL,2024-11-22,2025-02-04,2,2024-11-26,22.17,4.2,5.2787,25.4,0.0314,0.0251,0.025092093552712233,-0.0018691953192490063,0.11727102055011893,-0.004063014127482334,0.03141704514453547,0.02533351016380899,47.15414854047326,6.498125525888483,0.6716340843798776,-0.5524689943798669,0.006516862790427041,0.023680192121695837,-0.027747075761017606,0.024964474784930017,-0.008811118425136747,3.297123161545047e-05,2
GOOGL,2025-10-10,2025-11-11,2,2025-10-14,18.68,2.37,7.8709,23.14,0.306,0.024,0.02395015969110018,0.0005351769696244346,0.06920851291574462,-0.0057255343955806,0.30600351080434074,0.04388688241713601,57.23831911190012,11.146611741398509,0.7448176852936773,-0.2934745490828726,0.07718715243100781,0.029241716286802506,-0.004570638076934057,0.03856832356362023,-0.008038919299807766,0.003056730694167573,2
GOOGL,2025-11-14,2025-11-25,2,2025-11-18,13.78,1.15,12.0045,17.01,0.4383,0.034,0.03402077373117374,0.0031763313569126254,0.15983415425792954,-0.029847504593479346,0.43830109887230806,0.03394295227649946,60.9727337309521,5.106382479396636,1.3925756418595059,0.4532730192667004,0.09695645594817542,0.022437936763698485,0.026240819456247993,0.01706398181754338,-0.0035968953977313515,-0.0002211766523890924,2
GOOGL,2025-12-17,2026-02-02,2,2025-12-19,11.89,4.16,2.8602,15.83,0.4495,0.0255,0.025517976889163158,-0.0015765249778589147,0.09923402175126404,-0.03579893273002881,0.4495445857967159,0.040437491988092766,53.50045633076843,8.303296399112007,1.3666158183833985,0.4053516964577938,0.06883139300577616,0.027356124587165173,-0.019099534250361778,0.02912388711066496,-0.010896822746700294,0.001610479133672127,2
GOOGL,2026-03-30,2026-04-27,2,2026-04-01,17.8,2.75,6.4788,28.1,0.1261,0.0271,0.027128887310330356,0.0013205644167876562,0.15169908613008384,-0.01079749138852254,0.1260815530915649,0.08582513580816811,48.86159624168399,24.009907899388516,1.2378364165236027,0.051335593193079676,-0.0435459508632219,0.08058579073718254,-0.001435118410064905,0.0834943889423395,-0.002601491271723434,0.00822064828076193,2
GS,2020-10-30,2021-01-14,2,2020-11-03,56.39,2.91,19.3545,63.75,0.0048,0.0269,0.026888982994603253,0.00030355574637364047,0.15825847028758583,0.006036989874800225,0.004832245510823908,0.04751366782383428,47.62852730119071,14.136403120448826,1.3242303120702916,0.23255305325792475,-0.01733870358038611,0.045919393565623245,-0.02277555051321552,0.04728016085997511,-0.007434773980613171,0.004445778838229494,2
GS,2021-01-29,2021-03-12,2,2021-02-02,22.03,3.38,6.5259,29.14,0.3417,0.029,0.02902249445153036,-0.0021651664424141084,0.15313298265806738,-0.03727618363570778,0.34168893642592113,0.06769101574816377,58.81622247947691,12.9741626988369,1.342263673237399,0.4385363276716092,0.09960341064439185,0.051288290779638354,-0.0028008167251283266,0.04947149426195119,-0.012073747247324703,0.0050774081397147505,2
GS,2021-04-05,2021-06-04,2,2021-04-07,20.28,4.45,4.5612,21.4,0.3434,0.0267,0.02672533971872869,-0.0013370310278840204,0.10645079681701772,0.003844274466945616,0.34339343437337,0.00538278676196402,48.57629481850872,2.9509671514539164,0.7651139531419573,-0.3360614281846952,0.026162739922840808,0.004100066337491718,-0.025959541244691423,0.010583144338680836,-0.007742707155724788,0.0018882540943556533,2
GS,2021-07-19,2021-08-12,2,2021-07-21,11.11,0.71,15.7113,16.99,0.2396,0.0296,0.029638560632314164,-9.51685480225159e-05,0.07088359838624653,-0.0138885710719686,0.2396071972214502,0.05555334468035944,52.987784680831595,13.269030817847224,0.8571030431660075,-0.7343937156070343,0.010502180888858062,0.05074822945203531,0.009620645795963466,0.04775036377186132,-0.001693250817166056,0.0020449660520082953,2
GS,2024-04-12,2024-07-31,2,2024-04-16,29.04,4.99,5.8252,31.48,0.1317,0.023,0.02295701948517262,0.003556177744697433,0.08449986209695469,-0.02039345230444102,0.1317442223567797,0.018226138850851642,47.35507989832768,6.879947298737221,1.4904886943522382,0.16913411585721594,0.007828683254845446,0.017133247376035242,-0.02111626242435036,0.015069188742601772,-0.0060028188358419755,0.0006967285254814801,2
GS,2024-09-10,2024-11-29,2,2024-09-12,28.37,3.52,8.063,30.28,0.1226,0.0281,0.028106352811708642,0.0013810324375177555,0.10468954272891201,0.0162264240875198,0.1225891595583944,0.01265703952999768,42.682939124422994,4.230444823591526,0.8701350604774722,-1.3072801287421014,-0.026256853283632756,0.013389276342324504,-0.03858297714364782,0.017841783017428538,-0.008343961325758079,-0.00012121017922881762,2
GS,2024-12-18,2025-02-18,2,2024-12-20,18.74,4.01,4.6742,22.16,0.1763,0.0223,0.022325704265545664,0.0017449091832706307,0.114762335522407,0.0205319489667775,0.17626770358226557,0.028699947041662927,43.968585599418425,10.396308154546468,2.162549144490789,0.4544049682672828,0.004383675935614407,0.024080384322796917,-0.03965613222656098,0.030998447133151093,-0.011890838398680192,0.000518112045790409,2
GS,2025-11-20,2026-01-15,2,2025-11-24,24.03,4.25,5.6563,26.75,0.1816,0.0314,0.03143828346498794,-0.0008047405285804138,0.07453514897722646,0.0005914391414059139,0.1815695174406949,0.02307682189961155,51.91108218808021,6.215116274328054,1.1803650760532705,-0.15766689977051507,0.006086093746328512,0.021695400737471678,-0.0001909006021457976,0.022072629643139247,-0.00305004116384737,0.0007486633796271532,2
GS,2026-03-13,2026-04-20,2,2026-03-17,16.69,4.63,3.6074,20.39,0.0236,0.0408,0.040842293198564056,-0.0014038920826325435,0.2368837956355284,0.003792457116628123,0.02364557024572128,0.028887833157636406,37.056913963909345,8.089578430644785,0.7566457024683071,-0.22544267936569728,-0.10533661586657848,0.031013556559944103,-0.05876882757419593,0.03998649246447996,-0.007534306537925461,0.004291678310502448,2
GWW,2020-06-26,2020-09-02,2,2020-06-30,18.46,4.17,4.4311,26.96,0.0539,0.0305,0.030498591861590093,0.0006205158923506746,0.1322891086357738,-0.009064766305518696,0.05394013408719902,0.0699771612939031,58.702253069181396,16.41269666598329,1.4861611637170078,-0.4235798374247506,0.06599204647992817,0.06693490437234109,0.016728705850296326,0.06859911774301855,-0.004304391605583906,0.007280844123813276,2
GWW,2020-10-30,2020-11-19,2,2020-11-03,14.37,1.56,9.2132,21.3,0.1833,0.0251,0.025146811706283103,0.00017271455090355978,0.14244766512976356,-0.0073804102264322935,0.1832720935480097,0.06634048211504555,55.844485611977404,20.5247148425958,0.6683849294836524,-0.4407296915857579,0.024420070830674035,0.05675818264440767,-0.0006436406562834962,0.057632449600986305,-0.004461655537255613,0.007032989589497347,2
GWW,2021-01-29,2021-05-10,2,2021-02-02,28.08,3.34,8.4178,31.14,0.0653,0.027,0.0270448528050107,-0.0007903263575990277,0.12097964708207758,-0.0007985349990549534,0.0652550062848789,0.02205398142464593,38.480336118970136,8.529110404262873,1.0230141597453442,-0.12316896091729301,-0.0678293700990686,0.025502683211930305,-0.03458789067003549,0.029660672775822648,-0.00522781116899419,0.002393654853971563,2
GWW,2022-09-29,2022-11-10,2,2022-10-03,20.39,4.22,4.8324,25.31,0.0144,0.0286,0.02860977644947115,-0.0003474836389207314,0.2545026240013195,-0.00442705459928594,0.014423589725753978,0.040020625694644735,41.30121144285065,13.461986173697973,0.7271358143803461,-0.0821411430920761,-0.06755626410640246,0.034937693423559,-0.03886765995344789,0.0478518089861948,-0.00702393906409964,0.006834326393840819,2
GWW,2023-01-19,2023-03-08,2,2023-01-23,25.01,3.12,8.0072,28.21,0.0671,0.0268,0.026773662770315784,0.0003333465917241367,0.07157990163711311,-0.002432634510378215,0.06706180996600686,0.025648478931752552,47.83727110955454,7.538826102053392,0.7461169390908352,-1.0530924201690928,-0.027147426219662714,0.026542647230238713,0.0004087609761447863,0.025627572081962594,0.0008866949940031548,-0.0006493194496423395,2
GWW,2023-05-31,2023-07-10,2,2023-06-02,17.55,1.78,9.8846,22.76,0.1228,0.0172,0.01719501948839164,0.0007658754126014661,0.06796855279043382,-0.001085039651472497,0.12281456386092564,0.04606060210914538,54.86913833253058,15.544396103235378,1.4977904962136697,-0.7514937333035283,0.01455401214868339,0.043401865450072644,0.011355628317092796,0.04392978765548552,-0.001425620422589728,0.0034058811357992533,2
GWW,2023-10-25,2024-03-21,2,2023-10-27,46.31,4.57,10.1222,52.64,0.0273,0.0236,0.023592545390138383,0.00016930894494448373,0.10211271950720743,-0.006524151476985332,0.02725020759765161,0.04072784673242231,51.40851935424709,14.159599037098559,1.4168729765758903,0.2101172230495354,0.007203855879515724,0.04199800429886699,-0.0010642981176606481,0.04041705031663662,-0.003299923925940578,0.003579149712242664,2
GWW,2024-07-24,2024-11-11,2,2024-07-26,26.31,4.72,5.5792,31.41,0.0921,0.0238,0.023784734451893722,0.001803891262800908,0.11261657897811397,-0.0004794336794437526,0.09209534880508957,0.03952993914060403,60.914427784340276,10.572520554846129,0.8149775527748591,0.0034497352350174593,0.04836887246620622,0.04020473153713012,0.03973728654907892,0.0343764169633098,0.002840837056204083,0.0006303181672868531,2
HAL,2020-11-30,2020-12-10,2,2020-12-02,13.52,2.37,5.7087,20.81,0.3988,0.0499,0.049853849352719706,-0.0009943466475555995,0.41126742372928465,-0.03269543691567589,0.3987723160388758,0.088982585014865,67.31393458477542,5.485987360995409,0.777357517647533,-0.43117466283658523,0.2969066912506419,0.06350444168053296,0.14175788009632317,0.037009905685621014,0.008922502710771255,-0.0057789224220204105,2
HAL,2020-12-29,2021-01-12,2,2020-12-31,17.09,3.36,5.0831,18.72,0.4302,0.0404,0.04040063757958347,-0.0065797650999978655,0.11641905910535197,-0.06353770823956553,0.43019033337515855,0.004915886856078799,54.66400897803582,1.5787007997598153,0.6467472309052085,-0.24970042379535473,0.1517341581169738,-0.0026939282839213152,-0.023634319553052764,0.004963173167985023,-0.015235640978334686,0.0009403830051622347,2
HAL,2021-02-18,2021-03-08,2,2021-02-22,15.51,3.85,4.0253,24.72,0.3857,0.0468,0.04678516442732604,0.0024754006432381737,0.21070662415254499,0.008242725175432147,0.3856606138778008,0.09293948196070034,60.010152650567925,9.308296397450285,1.1781366137037792,0.14450249482195843,0.07578890982598009,0.07677930607354283,0.0990040316766228,0.07399422679483453,0.007721250258990489,0.0012617675441937,2
HAL,2021-04-23,2021-05-17,2,2021-04-27,23.08,3.93,5.8751,24.76,0.1137,0.0421,0.04207340644438588,0.0005503350967309001,0.1978735265597287,0.012575087857610356,0.11368042480377039,0.010189632251241892,36.78216665782736,3.5632954735209807,1.1175739017727364,-0.3715315889633073,-0.10314326264021415,0.012703713256932217,-0.06449734919908393,0.02205495978205141,-0.00915656086839431,0.003399962198951863,2
HAL,2021-12-20,2022-02-16,2,2021-12-22,47.69,4.18,11.4218,53.99,0.0319,0.0392,0.03923138548168308,-0.004998945531546832,0.13381599192414523,-0.006749615410773457,0.03189416525408276,0.042653220082769075,49.380856189215386,7.668027740194802,0.5627908419349285,-0.28082625564015307,-0.0433851345224205,0.04197765368525952,0.010209730932537759,0.040865696075331706,0.0013324386823890862,0.0026293383545795924,2
HAL,2022-02-22,2022-03-08,2,2022-02-24,17.23,3.89,4.4279,17.27,0.3285,0.043,0.04298883403658844,0.0025519596506996603,0.10305502857738935,-0.011345376697620896,0.3285126949311984,-0.004665425376782384,54.137445425897745,-0.2608081737714656,1.417138922233699,0.3530793202001481,0.12377602531967147,-0.013047634507292932,-0.016577895761288722,-0.0023986010002515247,-0.011930228482158209,-0.00301370455495336,2
HAL,2022-12-09,2023-01-13,2,2022-12-13,15.3,4.29,3.5618,29.23,0.1036,0.0481,0.04805441187581757,-0.006854272743409058,0.1562795139416468,-0.018333898029035206,0.10357726237784835,0.11810425780662273,54.060866247754475,16.548115615581658,1.4697648418632037,0.12927570612468653,0.0603259927083955,0.10311360770711084,0.01296358198075767,0.11566660903284595,-0.010173960564284063,0.008288931122889334,2
HAL,2025-12-16,2026-03-11,2,2025-12-18,31.48,4.96,6.3485,32.78,0.2008,0.0317,0.031679045217203834,-0.000870615022120623,0.18655288991889213,-0.0041239516298506584,0.20084349801217147,0.009700692406852063,51.79219454160964,1.880616073592158,0.759270005976458,-0.72207715725824,0.04618703152808039,0.0044886929114938065,0.007791866289317676,0.005704742363026561,-0.0032445889895623176,-0.0037625874976983087,2
HAL,2026-03-13,2026-03-27,2,2026-03-17,13.41,1.08,12.3825,19.98,0.3639,0.0354,0.035378119699473805,-0.0022968599407180157,0.07328014223898534,-0.013546162280839352,0.36394327131478343,0.06695141426334444,57.01112644410231,11.724239038201382,1.3371008736907402,-0.07722321039780167,0.052421804165165516,0.05035075036960843,0.018764669605477912,0.05234782169981264,-0.003623000604903588,0.002364970293893148,2
HCA,2020-10-30,2021-01-07,2,2020-11-03,27.77,4.94,5.617,40.29,0.1478,0.0354,0.035440744659467845,-0.0014308976339001064,0.11666098913171141,-0.012446004632948648,0.14783579341270758,0.10370123012336593,57.27760370173701,19.34703462464209,1.1667071748863127,-0.08517286662937407,0.03768552903280485,0.09265062798883081,0.026519210639546743,0.08871215168870591,-0.0028527992284444813,0.007292586412237258,2
HCA,2021-01-27,2021-06-01,2,2021-01-29,33.19,4.05,8.1863,37.82,0.2508,0.0287,0.028680431239337223,0.0021915466056294935,0.0994978120404717,-0.0036337918783650586,0.2507537137036881,0.037137739972469636,46.902262731818475,10.252683201588916,1.1110748346701202,-0.6405532468162674,0.006697434525292075,0.030782063158619716,-0.028505670804579226,0.03261818024813947,-0.008716034911585154,0.0016199653604816368,2
HCA,2021-06-18,2021-08-03,2,2021-06-22,20.81,2.58,8.0721,25.9,0.2384,0.0211,0.021097024059067188,-0.0008618050268040071,0.06029285658333202,-0.007293107468233924,0.23844553592275172,0.044938213595050513,53.255811386592036,13.084683046614778,0.8608361777990875,-1.0899252704292484,0.022254286631291892,0.03783198579615893,-0.0006896412466420734,0.03892434682246161,-0.003548646349447244,0.0030395713473055958,2
HCA,2021-11-30,2022-01-04,2,2021-12-02,12.38,3.29,3.7604,15.6,0.0454,0.024,0.024002425450055917,0.001787650142830579,0.12441607725414273,0.008957118394167754,0.045375511786542796,0.026645703231918828,39.1469596391603,12.435456815486475,1.3143872113676731,-1.374212580769373,-0.05014728225078242,0.03072788163512772,-0.03319598743861777,0.03487001900342034,-0.0062422880401664235,0.0016498068259968744,2
HCA,2022-01-27,2022-03-17,2,2022-01-31,11.45,4.05,2.8254,16.9,0.0245,0.0366,0.03663819613163461,-0.0010783340461493693,0.14127748725110081,-0.006160327497801682,0.024486349939986492,0.04594858722473738,45.28836736993156,12.710012865524682,1.4251481973835103,-0.5629056938080224,-0.019567420977660826,0.04635168654224163,-0.0284364402856433,0.05246690709349027,-0.0067400864455991775,0.003962571308912268,2
HCA,2022-11-09,2023-01-23,2,2022-11-11,18.0,3.39,5.3075,26.51,0.0355,0.0325,0.03246289857647515,-0.011113287220425698,0.11809317282577504,-0.004133455872994851,0.035532204239843504,0.07005694709074803,61.16896127158719,11.952833470205768,0.7499058189812706,0.05855981757706252,0.0858640435205031,0.0680632525835134,0.0488084346985389,0.061498840918009036,0.0015408388274103985,0.0052090952610465945,2
HCA,2023-02-28,2023-04-28,2,2023-03-02,18.17,2.86,6.3568,18.31,0.1231,0.02,0.02000003281789763,-0.00012146312423575237,0.09778031577689254,0.0163929519812505,0.12309854983512254,-0.00024299996201394836,35.2968570458917,1.0495068294486174,0.9367024453816497,-1.416905636315236,-0.03227811811960359,0.0004767201380526456,-0.04204026282418946,0.00650374471836114,-0.008569245332786838,-0.0002825991804518112,2
HCA,2023-05-25,2023-06-30,2,2023-05-30,15.12,1.65,9.1753,15.16,0.1031,0.0213,0.021281533772162225,0.0005472420550886384,0.09019073834291631,0.0034766371319606415,0.1031359575578031,-0.0018979519268534362,37.63686201548388,0.2756356901458332,0.9883405579139416,0.21331067014918959,-0.02589076879459678,-0.0013622345417058784,-0.03787260290549052,0.0077572346684354684,-0.008148586753440075,-8.240075792621121e-05,2
HCA,2024-04-18,2024-06-27,2,2024-04-22,10.84,3.99,2.7186,15.81,0.118,0.0246,0.024590570674948353,0.0004540203409967754,0.12975643919328997,0.012918843879009115,0.11804999585494935,0.0474442816794544,41.41885750779028,17.4869418223184,1.0819805388863653,-1.7019420416289932,-0.027947091899145477,0.041464193931322044,-0.03937571715618451,0.04733441787741,-0.010267874600444213,0.002399981993296855,2
HCA,2024-07-01,2024-09-30,2,2024-07-03,24.67,3.56,6.9229,29.19,0.1269,0.0232,0.023210242419732484,-0.0002036033026737681,0.097893785088466,0.010206300449823708,0.12692317416995563,0.03700688459641514,46.42278207524448,11.367453700014387,0.8004065126717622,-1.2937927499648572,0.0036832256460238998,0.03322101369819902,-0.025946623180913325,0.03649411713286653,-0.008476293757579452,0.0002760019077154216,2
HCA,2025-07-25,2025-09-05,2,2025-07-29,22.14,2.0,11.0475,25.86,0.0026,0.0326,0.032560639015480515,0.0006023945613473844,0.1864579929216088,0.010687622099810834,0.0025720868229786877,0.030634042665484394,35.885526065652684,10.766358771750163,1.2169188828667818,-0.9099327953631076,-0.07533254524288947,0.03051583593070878,-0.05638931393014683,0.03748383893580824,-0.009849470809890995,0.003053983672690934,2
HCA,2025-10-13,2025-11-25,2,2025-10-15,22.75,3.63,6.2635,25.61,0.1709,0.0209,0.020870237260293724,-0.0004811229579065289,0.09325753462609417,-0.01851705938830936,0.17087584981504397,0.02290693108854064,54.32159749796655,8.012557017548644,0.9539229779829008,0.1398878902636026,0.03235194008120155,0.01787988138396706,0.0028887543251331412,0.018195754218155794,-0.004354725854951851,0.0003224604103707826,2
HCA,2026-01-20,2026-03-09,2,2026-01-22,16.9,4.61,3.6664,17.39,0.1386,0.0234,0.02339647084783689,0.0004903624012338147,0.04877838708943897,0.005225781347859199,0.13863559417799692,0.001251349172697508,44.25960060812806,1.525484845767295,1.111959302359461,-0.1038373910200785,-0.026273313742391485,0.004690712356002866,-0.015605844485585869,0.005504238112698666,-0.002434258443731957,-0.0010606722591268182,2
HD,2020-06-11,2020-08-26,2,2020-06-15,20.95,3.92,5.3413,21.91,0.0899,0.0267,0.026672595321046825,0.0020323725965814728,0.1075940417165624,-0.012864280386448088,0.08987688050347924,0.007200759418589844,51.061031791293615,1.6654830451819365,1.1885772307095546,0.05986573852912791,0.06967359725794774,-0.003611261278028355,-0.018465957230004236,0.005142246381696844,-0.009157346984817773,-0.004037777174045282,2
HD,2021-06-18,2021-12-07,2,2021-06-22,34.32,4.82,7.117,38.8,0.099,0.0156,0.015648929689712827,0.0001366763779861134,0.05760422278211086,-0.0024245570488815524,0.0989550159828945,0.034224085098226595,52.40503797105714,18.52929149665077,1.151506622257666,-1.1807807312896907,-0.015811374886284504,0.032768161735123286,0.007551344854799294,0.03364220952472223,0.00033257205464128623,0.0033839563395888592,2
HD,2024-08-07,2024-10-16,2,2024-08-09,20.8,3.56,5.8501,23.0,0.0216,0.0272,0.02722005289837886,-0.00014560192918414497,0.09056289424519988,0.005788441982327225,0.021605038698441124,0.016273082486299113,46.58343046110195,5.167390454353793,0.7376755317538596,-0.31710436741593695,0.002718556352840906,0.015283567211343769,-0.026922539299362728,0.01962240215507693,-0.006431358916094296,0.0003652879952192262,2
HES,2021-05-25,2021-06-15,2,2021-05-27,14.51,3.57,4.0638,20.36,0.4635,0.0478,0.04776709927875885,-0.0047515982489472475,0.12591090745215727,-0.021236652303417647,0.46353680684577425,0.06199704983398924,52.12016918827642,8.29347938243626,0.6711368015414259,0.08801343084834978,0.024767015543495134,0.05112610252648628,-0.0017659472228152154,0.05423502299242552,-0.003917374246656539,0.00519532936631381,2
HES,2021-08-19,2021-11-08,2,2021-08-23,60.26,4.25,14.185,70.46,0.0434,0.0488,0.04878040331572432,-0.005203644081399887,0.2188920607641196,0.013018047071451155,0.04337058339664672,0.05624700078818016,41.76358618863276,10.308857479842061,1.347146276419709,-0.48677055183865225,-0.12563771341280977,0.05881045031719828,-0.0470312377927091,0.06707388655867966,-0.006977850844417257,0.003730499837448555,2
HES,2021-12-20,2022-01-14,2,2021-12-22,22.25,3.45,6.4576,30.36,0.1978,0.0488,0.04878818101175324,-0.006764908627345932,0.15918023541746107,-0.011249864674512111,0.19784172523608648,0.07120200432751678,48.76772687390591,9.564066067855236,0.5134815426244612,-0.26955368672865343,-0.0265617691811757,0.06205401714727793,-0.014361619253176503,0.0634503372050445,-0.005592010871742727,0.00564609151775318,2
HES,2022-08-04,2022-08-29,2,2022-08-08,15.74,3.45,4.5607,22.39,0.0015,0.0483,0.04826681327246997,-0.0015399972091896391,0.20340601596106186,-0.007718141377917487,0.0015422851917206053,0.05327375312607473,51.533264494560136,7.143811885994403,1.066675910960121,-0.34612207044195764,-0.045907024248128155,0.05642753831558329,0.042203652553297215,0.05083601999216957,0.008048018509453447,-0.002324962353939945,2
