ticker,trough_date,peak_date,wait_days,decision_date,rem_ret_pct,rest_dd_pct,rem_tq,total_ret,dist_sma200_dec,atr_pct_dec,snap_atr_pct,delta_atr_pct,snap_bb_width,delta_bb_width,snap_dist_sma200,delta_dist_sma200,snap_rsi14,delta_rsi14,snap_vol_spike,delta_vol_spike,snap_dist_sma50,delta_dist_sma50,snap_dist_sma20,delta_dist_sma20,snap_macd_hist_norm,delta_macd_hist_norm,wait_days_key
LIN,2020-10-28,2020-11-10,1,2020-10-29,19.2,0.0,38.3915,20.81,0.0352,0.0241,0.024082410639044913,0.0009490778439485738,0.11053472710035166,0.011887076118027612,0.03524488344481675,0.013529051221698736,35.248492980184466,4.2881049866532095,1.2862048372648551,-0.023868217043980344,-0.08433462961058695,0.014191890811863062,-0.05270764343965928,0.01520790334681442,-0.0057121653402604005,-0.0006547214536894086,1
LIN,2021-02-26,2021-06-01,1,2021-03-01,20.7,3.07,6.7393,24.27,0.0542,0.0186,0.01862044857884522,0.0005900488892603591,0.056487499636445546,-0.006371083457024335,0.054172936062188315,0.028654820407203675,48.89958703959454,9.247900619721918,0.7600694296598899,-0.5377862848148488,-0.017044318422009264,0.02823226001589965,-0.0016553593840488328,0.027487812121828475,-0.000672917986031564,0.0008533025770762084,1
LIN,2021-09-30,2021-11-09,1,2021-10-01,13.69,1.44,9.4788,15.42,0.0555,0.0186,0.01859521953667322,-7.637420358751548e-05,0.08515103639608265,0.002202733738190743,0.05547134838136934,0.014937060569657885,39.25063356584775,7.272971826138601,0.9832604433720404,-0.3284501346853721,-0.030280988168904233,0.014327664469877863,-0.03288227833456722,0.017246890296477475,-0.006296503092693055,0.0004172447072048136,1
LIN,2023-01-05,2023-03-03,1,2023-01-06,14.62,4.63,3.1593,18.62,0.0432,0.021,0.020997509885703626,-0.0011449143531603347,0.1095092825973809,0.001709799111856744,0.04324585838219259,0.03508281901852432,42.265359329168234,12.676365842398141,1.5396977488841452,-0.4012987329552087,-0.025374763735492877,0.031206553716303945,-0.03565359276570532,0.034706118654379094,-0.008763389329615952,0.0014588135466335611,1
LIN,2023-10-25,2023-12-12,1,2023-10-26,15.59,3.46,4.5029,17.47,0.0257,0.0177,0.017727912912269887,8.149698972309896e-05,0.055138879692495466,-0.0004763122925159069,0.02572724996383014,0.01572959723757255,45.6107920623417,8.866120404538748,1.5433781504231407,0.43738292882034036,-0.020104148532787823,0.01603570763038243,-0.007182331988049314,0.016339853138670687,-0.0018550561998152337,0.001034604038438748,1
LIN,2024-02-05,2024-03-13,1,2024-02-06,14.62,0.8,18.2522,18.89,0.0847,0.0158,0.015792815124253585,0.002435278582459585,0.029673267813316417,0.006923771776719358,0.08471707131041238,0.03826282692474472,60.046671787660465,18.616346237897666,1.894507571865946,-0.28658065846217395,0.018395929657951796,0.036337716015970446,0.022356961631557204,0.03584851193340631,0.0010082192163803235,0.0018053121375814262,1
LIN,2024-05-02,2024-10-18,1,2024-05-03,15.54,4.19,3.7066,16.64,0.038,0.0192,0.01919097305273023,-0.0005888589533500875,0.0889290404040388,0.0028838084620499416,0.03803075813466912,0.00909291218501624,27.07462796768567,6.1337409605502415,1.4304746986200716,-1.4899136293629403,-0.06856791647023407,0.009647953639924295,-0.047639285878859836,0.013286905263830577,-0.005748236198471359,-0.0009405351666766301,1
LLY,2021-04-28,2021-06-10,1,2021-04-29,28.74,1.29,22.2237,29.92,0.0899,0.0194,0.01938215830337859,-0.0002166829173672856,0.07179165629149063,0.0006849395293504895,0.08990377512647645,0.009203333208568129,41.22135396488642,3.6527497283793053,0.8074112552963025,-0.7168607947792959,-0.04967163158496835,0.010983214032923828,-0.016204045405951148,0.010123514959239212,-0.000702317817493309,-0.0007821406105051401,1
LLY,2021-06-23,2021-08-17,1,2021-06-24,17.44,2.38,7.3175,26.02,0.3167,0.0367,0.036657109377116255,0.0036077910985801084,0.2020397680825298,-0.01182245542511659,0.3167078722572142,0.08671615960458645,67.27865114045127,11.862086540046306,2.611222061697969,2.040136063642815,0.15660715296386635,0.07332711081150284,0.07523455314590152,0.06579584848355659,-0.0008261729036663607,0.003199067138744985,1
LLY,2021-09-28,2021-11-04,1,2021-09-29,17.64,2.68,6.5745,22.29,0.0942,0.0242,0.024232258684843057,-0.0026759478202923494,0.20932807414401858,-0.019920009042107417,0.09422354948154861,0.03980228452725277,39.08767025414225,14.45610205872228,1.3834308807134894,0.10756316390890897,-0.07875555789986101,0.035308999356189724,-0.0328912836997775,0.04219910558188305,-0.0032729296555744527,0.0028845187211132086,1
LLY,2022-02-14,2022-04-08,1,2022-02-15,27.83,2.96,9.3995,32.81,0.0176,0.026,0.02604810212358738,8.228846011215304e-05,0.06622676581068934,-0.004342451225963301,0.017580559503542932,0.036942521152672256,48.76256523444219,12.349286059552519,1.211212669136741,0.2948046181428374,-0.03442538100045793,0.0362858663141805,0.01076164933911634,0.03837254271413759,0.0011962006554931627,0.002231974906356753,1
LLY,2022-06-16,2022-07-15,1,2022-06-17,13.99,2.95,4.745,15.11,0.1043,0.0316,0.031591552945577556,-0.0002855639359190601,0.1312791030943659,-0.006318798530110553,0.10428607274407561,0.009989637600237897,43.99449717479767,2.516769277558268,2.1058928375227377,1.255045259198214,-0.021782654322258285,0.010421868122990802,-0.040440747439112516,0.008608624579051878,-0.009052261815332892,0.0006361914866294931,1
LLY,2022-09-21,2022-12-02,1,2022-09-22,20.89,4.83,4.3284,26.76,0.0837,0.0271,0.027057702583987195,0.0004261787979047728,0.08193260805629157,-0.00876598120585012,0.08370743548372231,0.0489525212323368,50.82038743610669,13.25728140636631,2.335846800213918,1.373594962610016,-0.011239939879631448,0.04640104989408415,0.005557224525150971,0.04778593733784831,-0.0015642182802840425,0.002349349823800924,1
LLY,2023-07-13,2023-09-12,1,2023-07-14,33.62,3.16,10.638,38.16,0.2095,0.0236,0.023628362258664153,0.0005221117505453121,0.08191815401647946,-0.0033271561048626025,0.20949354176224835,0.037438810837656045,50.9834449851652,10.808491799084855,1.0096540696234213,0.017294796150527536,0.014421991136900661,0.031257898417555295,-0.011334816858818885,0.032284194955022924,-0.007906242577357095,0.0019407206946799455,1
LLY,2023-10-03,2023-10-16,1,2023-10-04,16.03,0.21,32.0551,17.41,0.2603,0.0235,0.023486492452018982,-0.00018383706313525663,0.17592671191562304,0.007076692099434623,0.2603088908067613,0.012289417250352014,38.839160238535044,4.993685220678316,0.7451381780962129,-0.34718651935817324,-0.008133389847827821,0.008953871194671623,-0.0565097732469283,0.013482928121466488,-0.01269106457322612,0.0010820850085975272,1
LLY,2023-12-20,2024-03-04,1,2023-12-21,38.75,4.62,8.3838,39.19,0.1711,0.0244,0.024379372495911537,-0.0014532156956782588,0.06264427144176007,0.00247754314397728,0.17106094789337212,0.0005311732020669147,43.28022105508235,1.0848812783262431,0.5938471255006897,-0.28220176855832135,-0.027339091216690734,0.004103255518131187,-0.02342095600668133,0.004971184839116308,-0.0039180376624412755,2.5724383409458235e-05,1
LLY,2024-05-03,2024-07-15,1,2024-05-06,24.18,2.58,9.3713,29.54,0.2157,0.0288,0.028795770465839705,0.0008840382752202565,0.08302621751481962,-0.007897595823532957,0.2156894245817185,0.04745137885734285,54.134194371532324,9.557201927513546,1.1981433590534163,-0.47304517746098584,0.007755478247474509,0.04175353502597479,0.024206493558030635,0.04305665448618906,0.0027079976531176777,0.0012357255779781567,1
LLY,2024-08-07,2024-08-30,1,2024-08-08,13.73,1.5,9.1765,24.51,0.1588,0.045,0.045044334328182146,0.002607553046023489,0.2651499097663581,-0.04279967376576305,0.1587780742354622,0.09838675969102442,50.719496676009676,15.852355082220562,2.4013244965691363,1.1769803902372797,-0.02416324736441851,0.0836970068688896,-7.27346406993707e-05,0.09132737416403379,-0.0038528285899895993,0.007367398534072344,1
LLY,2025-10-21,2025-11-25,1,2025-10-22,36.82,1.56,23.625,39.02,0.0354,0.0246,0.02458497131830981,-0.00035343047689750245,0.20671121825372038,-0.015381576115357232,0.03541634692226717,0.01616163622100959,55.0409365693873,3.7529171139900015,0.8061330589924575,0.22310056801772826,0.0670102130318872,0.012056944314688109,0.006821520434352908,0.011584421695872291,-0.005935367093452477,0.0002548060717542343,1
LOW,2020-06-11,2020-09-02,1,2020-06-12,35.77,4.6,7.7768,38.09,0.1409,0.028,0.028033102255533463,0.0003584117463562089,0.18627902774978639,-0.03247957312188146,0.14090275392618087,0.017999641113332868,57.836020415064496,3.203628443644014,0.6293280314727469,-0.2068781079915939,0.14305852986026446,0.009658750908187214,0.0037465519092101537,0.010609751596008464,-0.009638426592074362,-0.0016075689374004457,1
LOW,2020-11-18,2021-01-25,1,2020-11-19,16.79,3.74,4.4941,19.06,0.1235,0.0389,0.03892279250797307,-0.000987432273184874,0.17704008093472456,0.0016275174614749366,0.12351354260764225,0.020249481194528032,36.851177485697775,4.005824520853821,1.7185771980296287,-1.7870617722066091,-0.09135900872464149,0.018256290410554946,-0.07052462792152729,0.023859867524498715,-0.00910235180823945,-0.0010357668166102174,1
LOW,2021-03-04,2021-04-16,1,2021-03-05,31.32,1.56,20.0717,35.43,0.0196,0.032,0.03195778546466316,0.001675950088956553,0.21797991168428896,0.002095819199538218,0.019628737059946354,0.02955971478243422,39.65016700599516,8.162520919724457,1.2160986290486573,-0.6817755871926374,-0.05431718776040069,0.02924982587669675,-0.06310099854547427,0.03227923619187362,-0.011924066391121972,0.0023346124299351394,1
LOW,2021-08-17,2021-12-10,1,2021-08-18,31.34,3.69,8.4958,43.93,0.1154,0.0268,0.0268040602950833,0.004916157815228084,0.08364004860548677,-0.0015914802364797448,0.11539499161174305,0.09632938528359339,57.47987301147335,20.602013004967638,4.385320414306931,1.7482638350002428,0.03991413107797777,0.09005683484039584,0.03663482330994987,0.08954184741474079,0.0008420993147523012,0.004219528214026591,1
LOW,2023-05-16,2023-07-28,1,2023-05-17,14.0,3.88,3.6053,18.56,0.0382,0.0224,0.02241797492624247,0.0007082826874570611,0.057296069540045826,-0.0027535713257566333,0.038216075898912155,0.03958249216306088,55.772154990357194,13.422229886063356,1.3748533505621638,-0.3802558027246139,0.0335068882323767,0.03873501865328581,0.009287669026292866,0.03901091403679803,-0.002386395505351116,0.0021962747972449734,1
LOW,2024-01-04,2024-03-21,1,2024-01-05,23.44,4.0,5.8561,24.19,0.0135,0.0144,0.014352243351485527,-0.002312826930905459,0.12995457720935996,-0.004791631771050048,0.01345501498617256,0.00570133017163733,46.78359938613765,2.452891661699752,0.7528012124716374,0.026730243194628356,0.03409889861026918,0.0036428621721876046,-0.025541033481728474,0.005068556743445158,-0.009059901260179507,-0.0008200737488947459,1
LOW,2024-08-12,2024-10-16,1,2024-08-13,20.26,2.67,7.5874,22.93,0.0627,0.0303,0.03029641338960167,-0.00020144038979683782,0.06313908398884016,-0.0014856518823036235,0.06274318660472218,0.021801020936864084,52.377185582099116,5.5060629399005165,1.1486135173277712,0.09715819900730915,0.037325069900923664,0.02106115406795208,-0.006812462771952502,0.022268162483118727,-0.005089683966557142,0.0007648712440214258,1
LRCX,2020-06-11,2020-08-04,1,2020-06-12,35.84,4.49,7.9876,36.84,0.0686,0.0452,0.04521651728371676,0.0025839539054999944,0.22660651567602688,-0.0016133579881173477,0.06858156009395298,0.00609787900806695,53.81141940907325,0.8593654886161417,1.0182636153581899,0.0788848578431598,0.07484618294081583,0.0029396640469734614,0.026927256958921623,0.004680179383674772,0.0025983006929878533,-0.003810048060258542,1
LRCX,2020-09-11,2020-10-15,1,2020-09-14,23.42,3.07,7.6219,28.22,0.0285,0.0493,0.04934424386420498,-0.0016074656455268427,0.3482121811833816,-0.00950642971318233,0.028470471556356906,0.03782762524229912,36.28254256313556,6.486527275897636,0.9682892334975467,0.09956812254850211,-0.13054820886417623,0.03340835549811125,-0.10172309651854962,0.042205228437728906,-0.01977098309134399,0.0044981079300851975,1
LRCX,2020-10-28,2020-12-08,1,2020-10-29,45.21,3.16,14.2856,51.36,0.1549,0.0322,0.032248619486987214,0.0007749477531079907,0.151153355160521,-0.012632295950814859,0.1548630005745727,0.04587516551492349,52.33602865306461,9.969835381489418,1.1472303987155472,-0.018908048211707884,0.042298766404438595,0.043400287073074674,-0.008272244423112493,0.03842271062065395,-0.0083367379594337,0.0019044857997630275,1
LRCX,2020-12-23,2021-01-19,1,2020-12-24,20.75,2.51,8.254,23.11,0.4383,0.0246,0.024615582354927414,-0.0017358251495301728,0.1275923396592814,-0.02179984351669445,0.43827744184835105,0.022355401541091557,58.05876069134569,4.682686768085702,0.23856858846918488,-0.2683179212872901,0.11981160580249375,0.015961393860670386,-0.008274130496119667,0.015518333210493777,-0.01212595631155214,0.000773567086755543,1
LRCX,2021-05-12,2021-06-04,1,2021-05-13,12.07,3.01,4.0079,17.51,0.2406,0.0392,0.039180453812248155,0.0006976451629940802,0.15982704908865702,-0.005482159287398453,0.24057563716978075,0.05440495612583915,44.05921537954595,7.751121529140953,1.8827582453118346,0.22920019925071689,-0.019453881716580967,0.044283372442120314,-0.05330347771399367,0.048520092726588304,-0.013952065446380653,0.002062982644549639,1
LRCX,2023-04-26,2023-05-18,1,2023-04-27,15.39,2.64,5.8272,20.37,0.1403,0.0332,0.033209660998649956,2.2771871745930206e-05,0.10216155883864797,-0.0033605025131599325,0.14025603453619762,0.04581039962983037,55.554441852271346,7.967117132042844,1.3847109919421285,0.48334352233517597,0.04013480283398111,0.04289556955803309,0.023559592109132454,0.04208693307155282,0.0008237657644997736,0.0018771200772410663,1
LRCX,2023-07-20,2023-07-28,1,2023-07-21,15.66,1.21,12.9347,17.18,0.2508,0.0273,0.027292973037817105,-0.0001890255254503627,0.09356968674898718,-0.0022281695304912363,0.25083506471492756,0.013314341910115268,49.36720442975486,2.9250855312046156,2.095366782795559,0.6521025195552062,0.021581617900898496,0.009662219237671531,-0.01510447645224382,0.012519315696198964,-0.004565799054141437,-0.0011768974895194962,1
LRCX,2023-10-25,2023-12-26,1,2023-10-26,36.36,3.82,9.5242,36.78,0.0132,0.0335,0.03354567056543518,-0.00030129969670861234,0.14831972662645457,0.013525310401991397,0.013247858811628129,0.001954336167089347,33.176753252884126,0.9744111010863463,1.117925452967039,0.058919415922387364,-0.08848866837004103,0.004461808864566083,-0.06253351455708173,0.006030804723799993,-0.008329337146209627,-0.0006778774908100492,1
LRCX,2024-01-04,2024-03-07,1,2024-01-05,35.8,4.67,7.6639,36.04,0.1653,0.0251,0.025090707094092765,-0.0022905194540366845,0.15788127566711005,-0.016176997128555193,0.1652949308215677,-2.5874295897371224e-05,46.7352910058273,0.47260791644664835,0.8336207071424224,-0.22414692189140473,0.04222816100516529,-0.0019857888211998118,-0.031447706526544494,-0.0007809851670562938,-0.011508023981856345,-0.0014765806548642443,1
LRCX,2024-05-01,2024-06-18,1,2024-05-02,23.53,5.0,4.7094,25.75,0.1566,0.0354,0.03537077390056128,-0.0013251598533253334,0.18188719204274334,-0.0008856048536151073,0.15661235056363837,0.01865780830453323,42.25261925109063,3.9776518601812896,0.6554840811008875,-0.40632200832753584,-0.060548880312408515,0.016883433057239744,-0.04127011269203335,0.02036220314060344,-0.004265126875431023,0.0004334409468923295,1
LRCX,2025-05-30,2025-07-21,1,2025-06-02,23.66,2.88,8.2005,26.24,0.0747,0.029,0.02901134838949063,-0.005107068892252511,0.20243158125200486,-0.016302939338219302,0.07468613512539786,0.022077196661396924,57.87990250774125,3.6851124482817,0.8592495958412415,-1.0887900925389955,0.11140161266724924,0.021324071061338823,0.01578233865146348,0.015912212679173168,-0.004541060568885194,-0.0009166166986357147,1
LRCX,2025-09-02,2025-10-06,1,2025-09-03,52.9,2.89,18.3217,54.02,0.1821,0.0334,0.03344147053397732,-0.0008262699142308344,0.12983841687734782,-0.0037282320707369143,0.18210359592420525,0.006974996521226018,44.95585473268161,1.6756495128602396,0.9709459617172496,-0.3173161967214979,-0.018077175416974893,0.005930818361241576,-0.03332516501512249,0.00651885198499267,-0.005824779225636491,-0.001510108330968053,1
LRCX,2025-10-10,2025-11-10,1,2025-10-13,20.72,3.45,6.0009,26.64,0.5315,0.0426,0.04257414756081693,-0.0002774017902223494,0.24668847239378758,-0.03070044570246719,0.5314992804587396,0.06631265303021916,59.0696809195739,5.979684846332766,0.785395908525111,-0.6815982869538804,0.19416675180597545,0.047532101232870994,0.02620326023954044,0.041047005223586175,-0.008015892353901571,-0.0015638568722945176,1
LRCX,2025-12-17,2026-01-12,1,2025-12-18,33.82,3.87,8.7404,42.21,0.5285,0.0421,0.04208367957313382,0.00240452462259564,0.18923036706592916,-0.013951013374928545,0.5284811406284745,0.0844340132388196,56.381259255296065,8.650993661985225,1.31632850132583,0.13929060503493051,0.07253261966020369,0.06034475272942421,0.04389044211659681,0.056555068228939354,-0.0010565155653238718,0.000994322759350392,1
LRCX,2026-01-14,2026-01-29,1,2026-01-15,14.12,4.58,3.0853,18.86,0.8386,0.0445,0.0445250488519135,0.004436903031174569,0.3723958560968318,-0.009278478829906178,0.8385883544385101,0.06248221371270357,69.77833079156738,3.677387326561785,1.1843359612992763,-0.2685844469071932,0.2804420738025475,0.04287388141077744,0.14795637978992746,0.029820959256338486,0.010741859797101091,-0.0017580329532550926,1
MA,2020-06-26,2020-08-28,1,2020-06-29,25.15,4.91,5.123,26.71,0.0256,0.0327,0.03267239405573182,0.00026856946949056076,0.09744967519680518,0.0032666748769441672,0.02557336204018812,0.01225554493510426,47.43163717417529,2.50391237060915,0.8779431899261431,-0.32017098201814853,0.017278225983239054,0.010161590361092213,-0.030092711353300772,0.013228071765943976,-0.0083370578342362,3.7466951862664966e-05,1
MA,2021-01-27,2021-03-11,1,2021-01-28,18.53,4.85,3.8203,21.84,0.0217,0.03,0.029956484283548235,0.001033204035167639,0.15553298342671482,8.037106588726362e-05,0.021747475150887884,0.026840189511579335,42.74696338188718,7.768075441715318,1.4645437031554995,-0.18664047966415231,-0.0374918649732229,0.02666352536952305,-0.04186927229913539,0.028982980517338268,-0.007009568765253709,0.0012407764473987013,1
MA,2025-04-08,2025-06-11,1,2025-04-09,14.61,3.89,3.753,23.29,0.0197,0.0384,0.038445993331951395,0.0031394877640849653,0.16997432781102528,-0.011220670188147847,0.019720712390749254,0.07116290728206211,44.267778139481365,19.431036640690877,1.3728197239108297,0.304511262387392,-0.0569455574723585,0.0673567997467476,-0.02593949195645656,0.06925962341949797,-0.009233075820285598,0.004470397763543566,1
MAR,2021-01-29,2021-02-24,1,2021-02-01,33.76,2.19,15.4451,35.41,0.1492,0.0319,0.031883531462426326,0.00012112660260218261,0.15107922700976154,-0.0006036632885445814,0.1491740278677403,0.011980530205624451,38.22002523707221,3.3202582776484633,0.8816515232178658,-1.0834432442076625,-0.07309300086778098,0.01205998649959597,-0.05572995757890327,0.01681731732183364,-0.01009120024815519,0.0009646141771808281,1
MAR,2022-01-27,2022-02-16,1,2022-01-28,14.98,2.75,5.4526,19.22,0.0751,0.0388,0.03875282899538065,-0.0001748328259807974,0.11108155754918451,-0.005349047970191909,0.07509594754661984,0.037890440612815116,49.912496991247686,9.39923543480419,0.9078852068890917,-0.14632649944143972,0.008439437451668013,0.03521209244634062,-0.011541572151556989,0.03678226348599564,-0.004732660259117704,0.0024426304412937,1
MAR,2022-03-07,2022-03-29,1,2022-03-08,16.71,2.69,6.2044,20.44,0.0097,0.048,0.04801175147510736,-7.205939484422608e-05,0.2250313761054526,0.017086870160651968,0.009742369721869521,0.03081352501065722,38.343314087481986,5.469222535343505,1.6182683408277432,0.32102555394644683,-0.07479606318343482,0.029986541939933886,-0.09901181953257673,0.03129013695573116,-0.01872773132440107,-0.0004159101460325179,1
MAR,2022-04-11,2022-04-20,1,2022-04-12,16.58,0.0,33.1537,17.14,0.0558,0.0275,0.02747928044968784,-0.000177590510470612,0.11174017328513473,0.004809095622205453,0.05575451296118479,0.004178284646756236,41.84845764586273,1.3852296772645545,0.7885270008293856,0.08821891520455105,-0.03171099692020054,0.004443336972741026,-0.04291201913046673,0.005513057951912648,-0.008661885085413032,-0.00030041542479357017,1
MAR,2022-05-24,2022-06-06,1,2022-05-25,11.32,1.14,9.915,16.36,0.0026,0.0472,0.04722494490986758,-0.0015457794188035168,0.23587854801316774,-0.01811448265648627,0.002568177448755481,0.04276298434783053,44.30410860945836,7.130048700783995,1.082991360121528,0.2544312871783161,-0.06769888633171138,0.04105918344092964,-0.04270394296517759,0.04700888706392815,-0.0073275727881607,0.003968954124123822,1
MAR,2023-06-23,2023-08-11,1,2023-06-26,21.57,1.9,11.3544,21.62,0.0563,0.0222,0.022239385760363783,0.0005421450471893921,0.09709671905315069,0.00015123586541354594,0.056289209989056815,-0.00012351077153008316,43.20732127090211,0.1208599684742353,0.8433188892819243,-0.3140512552653043,-0.015703148001568377,-0.00039273250437976345,-0.024200171431995238,0.00038299616698139055,-0.005282330164803647,-0.0009244700539935849,1
MAR,2023-10-27,2024-02-08,1,2023-10-30,33.03,3.56,9.2822,35.05,0.0364,0.0227,0.02274365822892476,-0.0013138835815978377,0.09026632785387473,0.001593225740742707,0.03636648832874663,0.014711358949294588,41.502050431928,5.819534058461528,0.9107355303987342,0.12810082909749643,-0.04662411674376652,0.015624656979556957,-0.02394850720308285,0.016043571769078745,-0.003393293779572872,0.0010513298904169356,1
MAR,2025-12-09,2026-02-17,1,2025-12-10,25.43,4.91,5.1808,26.81,0.0924,0.0239,0.02390825798228446,0.00024786889882626867,0.1257044176670108,4.490904214640712e-05,0.09239658331515507,0.011626578866091836,48.023120838584305,3.4823561602755504,1.1480374471671033,-0.20717490804525185,0.030277247962541415,0.009212354485369105,-0.020735934114457892,0.011349346221156423,-0.008612267518788436,-0.0007809255886531107,1
MAR,2026-03-13,2026-04-20,1,2026-03-16,17.67,2.98,5.9386,20.68,0.1184,0.0332,0.033215345623997104,-0.00015062985417058777,0.16037004548379116,-0.004745028856624922,0.11836199950963523,0.026782345871631044,43.179698503088254,7.3716563375910695,0.8299359092383632,0.20053213293202476,-0.02343590011863704,0.023660145558927294,-0.04312698288048815,0.02820463217969539,-0.010018411778693875,0.0020717896097138047,1
MCD,2021-03-04,2021-07-27,1,2021-03-05,19.45,3.87,5.0301,20.93,0.0088,0.0189,0.01892997681291394,0.0010112252907149948,0.05520858789083223,0.0010191584392051298,0.008810972449332495,0.011528023549228888,45.312898115871945,6.1840536850082515,1.1492795701151,-0.11808896646514833,-0.013746744496442346,0.012311208624602813,-0.014702402574563707,0.012568664386683819,-0.0028498969664635726,0.0006705261436843911,1
MCD,2021-08-10,2022-01-06,1,2021-08-11,15.76,4.79,3.2886,16.8,0.0628,0.0153,0.015253049882213168,-0.0007613844430625835,0.0747817883250131,-0.00012405960316443088,0.06276682848615522,0.009217689144467328,47.61568074948391,4.3560055797416055,0.7385555951465597,-0.021560699834798247,0.0008013673507392361,0.008727737496013292,-0.0102525015752741,0.009149435001405092,-0.00382584345505707,0.0004262418679715401,1
MCD,2023-02-09,2023-06-30,1,2023-02-10,14.98,4.92,3.0426,15.75,0.0272,0.0169,0.016908523307419945,-0.00039094116606730456,0.062059358882847936,0.002371913941189463,0.027193339094872915,0.006531000048670441,42.83050043654027,3.188370471144637,1.0098989902334599,-0.18254676168276607,-0.02252710502493619,0.007095767447680333,-0.01961189479055465,0.007351430652687677,-0.003130218621022771,6.212497565546461e-05,1
MCD,2025-01-16,2025-03-07,1,2025-01-17,15.02,2.67,5.6335,15.52,0.0122,0.0165,0.016451831708834613,0.0003118521187920262,0.07208171553196836,0.000874683641368057,0.012168563885829445,0.004209829395464158,35.228330204762685,2.8107123335896347,1.1177316067560545,-0.030998907147037347,-0.03888943363249432,0.004803537771194119,-0.026709494304484813,0.006725067432589167,-0.0037994188783009547,0.0004459640623499521,1
MCHI,2020-05-22,2020-07-09,1,2020-05-26,25.2,3.78,6.6589,27.5,0.0087,0.0228,0.02284006554092567,0.0005700048620601826,0.09644437181732779,-0.00169872116767196,0.008713124461066025,0.017832723774232725,49.617091090944676,4.492113276404517,1.649662161301093,-0.16803371825783975,0.02811813003636052,0.017965258074793,-0.004269595609803222,0.01831286514618146,-0.0019768644111167926,-0.0011763153828524603,1
MCHI,2020-09-25,2020-11-06,1,2020-09-28,14.24,1.97,7.2194,15.66,0.1117,0.0158,0.01577561244270585,-0.0018421354088637085,0.0897095653304532,-0.008458583532331268,0.11168750969336871,0.012641908811253072,44.92888055466572,5.186644803707814,0.7583568042672203,-0.13298502799668,-0.014031085154220215,0.011750512145372413,-0.018594985154683292,0.015162975936155534,-0.00442231309902669,0.0008012351469804235,1
MCHI,2020-12-28,2021-01-25,1,2020-12-29,17.37,2.13,8.1552,20.04,0.1344,0.0139,0.01393227584152468,0.0008322235287889484,0.041911116586780525,-0.000925642852871271,0.13439845329796835,0.02305718089545783,49.592961194781694,9.291345209151217,0.958655204387183,-0.2872903832632463,-0.0018909565021268146,0.02171376804683431,-0.0026343813228581034,0.022202292417809875,-0.0024560387970332448,0.0009685505526789745,1
MCHI,2025-04-08,2025-10-02,1,2025-04-09,40.77,5.0,8.1532,49.61,0.0199,0.0364,0.036397957420979524,-0.0003746535234151402,0.3220133113490282,0.0032319915305956126,0.019866778369756484,0.0596811201385243,34.73662330279653,13.22237577359354,1.911650990782966,0.6194836973774813,-0.09797969642003711,0.05341124675143534,-0.11234238721015616,0.05825242322033608,-0.025008447887351064,0.004084388111867482,1
MCHP,2020-08-05,2020-09-02,1,2020-08-06,16.02,2.63,6.0959,16.83,0.0498,0.035,0.034990642895244166,-0.00039015228106273336,0.12057228709127375,0.0038725104399882637,0.04982937868206099,0.007163776356004216,43.87944591949783,1.2153286604870175,0.894752805580831,-1.9061381774666861,-0.04111248992144962,0.006221196982818658,-0.045653440883601744,0.01043519359234419,-0.006083444073961472,-0.0015121251910189832,1
MCHP,2020-09-23,2020-10-12,1,2020-09-24,16.76,3.07,5.4524,16.88,0.0189,0.0348,0.03478262056064713,-0.0027274591673119852,0.20678120334360864,0.007524338854960039,0.018862777686790733,0.001052825068913351,37.48567354328604,0.2839096227914766,0.7190838339301039,-0.15681173406679372,-0.05767860436845402,0.002732861070106979,-0.06229596323516257,0.005377742008585824,-0.009032781761573608,0.0002574192569227574,1
MCHP,2020-10-28,2020-12-07,1,2020-10-29,36.74,3.7,9.9229,41.82,0.1026,0.0291,0.029115458946762665,-0.0009216231156396991,0.11903191156839434,-0.0030103854225238535,0.10256280914333582,0.03950275363135679,46.6400947616177,8.71041121390332,1.2158546791608928,-0.20568568051563973,-0.002709924544974405,0.035980834532398476,-0.03120003009054586,0.035005123451151775,-0.008538789165445473,-0.0001434378650754034,1
MCHP,2021-01-27,2021-02-17,1,2021-01-28,17.6,2.81,6.2537,22.56,0.2493,0.036,0.03603109098192991,-0.0010361395134594747,0.18193541924399054,-0.015185714799413053,0.24932350621960198,0.047432133685746475,43.74193058383461,8.7943299216738,1.5184965861410995,-0.3690921855416007,-0.010220151328832514,0.03829924815742238,-0.04866477963801588,0.037398188527093285,-0.013546040628785214,-0.001411223716879734,1
MCHP,2022-12-28,2023-02-07,1,2022-12-29,22.81,4.9,4.6515,27.48,0.0514,0.0349,0.034938638428026865,-0.00028624647394039776,0.18555112202984975,-0.014248326939465872,0.05139451976713372,0.03852308064092377,45.53600665856024,8.146707222733014,0.8981039844383739,0.29854564391219385,0.0006347440332829612,0.03350118720866138,-0.04433116392496691,0.04042356480688258,-0.013071164847672786,0.003412115097710555,1
MCHP,2023-05-24,2023-06-14,1,2023-05-25,16.86,3.91,4.3153,17.69,0.0197,0.0313,0.031286766670780695,-0.0028421530078081014,0.10447208300738164,-0.00916327821139809,0.019740447840487025,0.0066410962989551445,44.77177975901703,1.5385880369442333,1.4304791461849136,-0.06426153507755217,-0.04395442579372321,0.008166575493525112,-0.01234238672005266,0.005166194023570839,0.0030089445473480206,-0.002482290388112077,1
