ticker,slot,entry_date,exit_date,entry_price,exit_price,shares,pnl_€,ret_%,hold_d,earned_mode,earned_date,pyramid_count,max_unreal_%,exit_reason,is_rotation,exhausted,exhaust_date,exhaust_stop_days,setup
MDT,1,2025-11-19,2025-12-02,99.44,101.83,8,-20.86,-2.56,8,True,2025-11-25,0,4.32,Exhaust,False,True,2025-11-24,5,B
EWL,1,2025-12-11,2025-12-16,58.47,59.29,13,-29.34,-3.76,3,False,,0,1.01,Rotation,True,False,,0,B
TJX,2,2025-11-24,2025-12-17,151.07,155.12,5,-19.76,-2.55,16,True,2025-12-11,0,3.44,Exhaust,False,True,2025-12-15,2,B
SBUX,2,2025-12-19,2025-12-22,88.65,87.6,8,-48.43,-6.64,1,False,,0,0.0,Rotation,True,False,,0,B
SCHW,2,2025-12-22,2025-12-31,99.22,100.46,7,-31.35,-4.39,6,False,,0,2.34,Exhaust,False,True,2025-12-22,6,B
HOLX,1,2025-12-16,2026-01-02,75.06,74.55,10,-45.1,-5.85,11,False,,0,0.0,ATR,False,False,,0,B
EFA,2,2026-01-05,2026-01-06,97.26,98.31,7,-32.65,-4.66,1,False,,0,0.92,Rotation,True,False,,0,B
EEM,1,2026-01-05,2026-01-09,56.59,56.88,12,-36.52,-5.22,4,False,,0,1.22,Rotation,True,False,,0,B
F,1,2026-01-09,2026-01-15,14.2,13.77,48,-60.42,-8.61,4,False,,0,0.0,ATR,False,False,,0,B
EWU,1,2026-01-15,2026-01-16,45.13,45.22,14,-38.74,-5.94,1,False,,0,0.0,Rotation,True,False,,0,B
MCHP,2,2026-01-07,2026-01-21,72.63,73.74,9,-30.07,-4.46,9,False,,0,2.96,Exhaust,False,True,2026-01-07,9,B
FAST,1,2026-01-22,2026-01-27,44.58,43.33,14,-57.54,-8.93,3,False,,0,0.0,Rotation,True,False,,0,B
EWU,2,2026-01-26,2026-01-28,45.82,46.19,13,-35.19,-5.72,2,False,,0,1.48,Rotation,True,True,2026-01-27,1,B
EWP,1,2026-01-27,2026-02-06,56.56,56.07,10,-44.9,-7.67,8,False,,0,0.78,Exhaust,False,True,2026-01-27,8,B
GM,2,2026-01-28,2026-02-10,85.87,80.86,6,-70.05,-13.09,9,False,,0,0.26,ATR,False,False,,0,B
EQR,1,2026-02-09,2026-02-13,63.37,62.43,8,-47.51,-9.02,4,False,,0,2.23,Rotation,True,False,,0,B
EXC,2,2026-02-13,2026-02-19,47.07,46.73,10,-43.37,-8.84,3,False,,0,2.13,Exhaust,False,True,2026-02-13,3,B
XLU,1,2026-02-13,2026-03-04,44.89,46.76,10,-21.23,-4.53,12,True,2026-02-17,0,5.6,Exhaust,False,True,2026-02-13,12,B
DVN,1,2026-03-13,2026-04-01,45.52,49.1,10,-4.2,-0.88,13,True,2026-03-19,0,14.39,Exhaust,False,True,2026-03-18,10,B
BKR,2,2026-04-27,2026-04-27,70.0,68.38,6,-49.72,-11.3,0,False,,0,0.0,End,False,False,,0,B
