ticker,slot,entry_date,exit_date,entry_price,exit_price,shares,pnl_€,ret_%,hold_d,earned_mode,earned_date,pyramid_count,max_unreal_%,exit_reason,is_rotation,exhausted,exhaust_date,exhaust_stop_days,setup
HCA,2,2021-09-10,2021-10-01,249.72,234.77,25,-413.76,-6.61,15,False,,0,0.86,ATR,False,False,,0,B
NVDA,1,2021-08-24,2021-10-05,21.7,19.91,290,-560.66,-8.88,29,False,,0,5.03,ATR,False,False,,0,B
MRK,2,2021-10-04,2021-10-07,73.18,70.9,85,-234.37,-3.76,3,False,,0,0.0,Exhaust,False,True,2021-10-04,3,B
NFLX,1,2021-10-06,2021-10-12,62.82,63.3,91,4.04,0.07,4,False,,0,1.74,Exhaust,False,True,2021-10-06,4,B
ICE,2,2021-10-07,2021-10-22,116.64,122.34,50,245.22,4.19,11,True,2021-10-11,0,5.83,Exhaust,False,True,2021-10-08,10,B
AXP,2,2021-10-25,2021-10-29,176.64,166.14,33,-386.5,-6.61,4,False,,0,0.0,ATR,False,False,,0,B
ELV,1,2021-10-21,2021-11-02,393.68,403.97,14,104.09,1.88,8,False,,0,3.87,Exhaust,False,True,2021-10-21,8,B
FTV,2,2021-11-02,2021-11-03,56.92,56.62,102,-70.16,-1.2,1,False,,0,0.0,Rotation,True,False,,0,B
MCD,1,2021-11-02,2021-11-04,227.2,226.62,25,-54.44,-0.96,2,False,,0,0.0,Rotation,True,False,,0,B
MAR,1,2021-11-04,2021-11-10,159.8,157.36,36,-128.01,-2.22,4,False,,0,1.43,Exhaust,False,True,2021-11-08,2,B
XLK,2,2021-11-03,2021-11-11,78.72,80.04,73,55.9,0.97,6,True,2021-11-04,0,3.06,Exhaust,False,True,2021-11-08,3,B
GE,1,2021-11-10,2021-11-12,68.57,65.46,83,-298.01,-5.22,2,False,,0,0.0,Rotation,True,False,,0,B
GLD,2,2021-11-11,2021-11-16,173.98,173.97,33,-40.33,-0.7,3,False,,0,0.27,Rotation,True,False,,0,B
FCX,1,2021-11-12,2021-11-17,38.13,37.16,143,-178.09,-3.25,3,False,,0,1.38,Rotation,True,False,,0,B
TGT,2,2021-11-16,2021-11-18,229.72,223.68,24,-184.85,-3.34,2,False,,0,1.29,ATR,False,False,,0,B
LOW,1,2021-11-17,2021-11-29,229.17,229.44,23,-33.89,-0.64,7,False,,0,1.04,Exhaust,False,True,2021-11-17,7,B
AAPL,2,2021-11-19,2021-11-29,154.27,155.95,35,18.91,0.35,5,True,2021-11-22,0,2.72,Exhaust,False,True,2021-11-19,5,B
TLT,2,2021-12-02,2021-12-06,131.17,132.13,41,-0.61,-0.01,2,False,,0,0.93,Rotation,True,False,,0,B
MRVL,2,2021-12-06,2021-12-13,82.07,87.9,65,338.81,6.33,5,True,2021-12-07,0,9.58,Exhaust,False,True,2021-12-06,5,B
NEE,1,2021-11-30,2022-01-07,78.47,76.44,68,-178.17,-3.33,27,True,2021-12-08,0,6.03,ATR,False,False,,0,B
MET,1,2022-01-07,2022-01-19,58.65,60.14,92,96.64,1.78,7,False,,0,2.44,Rotation,True,True,2022-01-07,7,B
F,2,2021-12-13,2022-01-20,16.02,16.51,347,127.54,2.29,26,True,2022-01-04,0,18.6,Exhaust,False,True,2022-01-04,11,B
ABBV,1,2022-01-19,2022-01-24,116.93,113.86,47,-184.64,-3.35,3,False,,0,0.0,ATR,False,False,,0,B
NEM,2,2022-01-20,2022-01-27,57.15,53.9,97,-355.52,-6.39,5,False,,0,0.0,ATR,False,False,,0,B
MDLZ,1,2022-01-24,2022-01-31,61.28,59.19,89,-226.82,-4.14,5,False,,0,0.0,ATR,False,False,,0,B
VRTX,1,2022-01-31,2022-02-09,240.87,242.52,21,-5.35,-0.11,7,True,2022-02-02,0,5.27,Exhaust,False,True,2022-01-31,7,B
AMGN,1,2022-02-09,2022-02-14,210.84,199.92,24,-302.14,-5.95,3,False,,0,0.0,ATR,False,False,,0,B
GLD,1,2022-02-14,2022-02-16,173.78,173.49,28,-48.12,-0.98,2,False,,0,0.55,Rotation,True,False,,0,B
BMY,1,2022-02-16,2022-02-18,56.79,56.47,86,-68.11,-1.39,2,False,,0,0.0,Rotation,True,False,,0,B
CVS,2,2022-01-28,2022-02-23,91.95,88.38,56,-239.84,-4.64,17,False,,0,3.89,ATR,False,False,,0,B
NEM,1,2022-02-18,2022-03-01,59.58,59.17,81,-73.65,-1.52,6,False,,0,1.25,Rotation,True,False,,0,B
DVN,1,2022-03-01,2022-03-15,48.92,41.85,98,-732.93,-15.23,10,False,,0,0.95,ATR,False,False,,0,B
CVX,2,2022-02-28,2022-03-16,118.59,135.22,41,641.5,13.14,12,True,2022-03-01,0,22.71,Exhaust,False,True,2022-03-01,11,B
REGN,1,2022-03-15,2022-03-24,655.83,662.83,6,2.02,0.05,7,True,2022-03-21,0,4.99,Exhaust,False,True,2022-03-16,6,B
VHT,2,2022-03-30,2022-04-07,242.1,243.18,19,-19.44,-0.42,6,False,,0,0.72,Rotation,True,False,,0,B
AVB,1,2022-03-30,2022-04-18,221.5,213.56,21,-206.81,-4.43,12,False,,0,0.0,Rotation,True,False,,0,B
DOW,1,2022-04-18,2022-04-26,52.15,54.34,88,152.72,3.31,6,True,2022-04-21,0,6.14,Exhaust,False,True,2022-04-21,3,B
XLP,2,2022-04-07,2022-05-02,69.79,70.21,68,-11.3,-0.24,16,True,2022-04-19,0,3.68,ATR,False,False,,0,B
XOM,2,2022-05-05,2022-05-10,80.2,74.62,59,-369.03,-7.77,3,False,,0,0.0,ATR,False,False,,0,B
CPB,1,2022-04-29,2022-05-19,41.14,39.22,115,-260.6,-5.49,14,True,2022-05-06,0,6.97,Exhaust,False,True,2022-05-09,8,B
GIS,1,2022-06-30,2022-07-15,63.38,64.92,70,67.74,1.52,10,False,,0,4.02,Exhaust,False,True,2022-06-30,10,B
MCD,1,2022-07-27,2022-08-01,234.71,240.9,19,77.5,1.73,3,False,,0,2.99,Rotation,True,False,,0,B
SO,1,2022-08-01,2022-08-23,66.9,69.75,67,151.04,3.35,16,True,2022-08-15,0,5.47,Exhaust,False,True,2022-08-16,5,B
SJM,1,2022-08-24,2022-08-29,126.68,124.94,36,-102.67,-2.24,3,False,,0,0.54,Exhaust,False,True,2022-08-24,3,B
TMUS,2,2022-07-28,2022-09-22,136.01,130.74,32,-208.61,-4.77,39,False,,0,3.97,Rotation,True,False,,0,B
ENPH,1,2022-09-08,2022-09-23,315.0,279.03,14,-543.58,-12.27,11,False,,0,1.78,ATR,False,False,,0,B
GIS,2,2022-09-22,2022-10-03,69.17,66.47,64,-212.79,-4.79,7,False,,0,0.74,ATR,False,False,,0,B
VRTX,2,2022-10-25,2022-10-28,312.0,302.0,12,-160.0,-4.25,3,False,,0,0.0,ATR,False,False,,0,B
TMUS,2,2022-10-31,2022-11-04,144.22,142.78,27,-78.94,-2.02,4,False,,0,1.52,Exhaust,False,True,2022-10-31,4,B
LLY,1,2022-09-29,2022-11-14,324.68,350.06,12,264.51,6.75,32,True,2022-10-26,0,10.41,Exhaust,False,True,2022-10-31,10,B
RL,1,2022-11-14,2022-11-16,96.32,95.53,42,-73.5,-1.81,2,False,,0,1.2,Rotation,True,False,,0,B
WMT,1,2022-11-16,2022-12-01,47.25,48.58,85,73.25,1.81,10,False,,0,3.81,Exhaust,False,True,2022-11-28,3,B
LLY,1,2022-12-01,2023-01-09,365.38,354.86,11,-155.71,-3.85,25,False,,0,0.0,Rotation,True,False,,0,B
SBUX,1,2023-01-09,2023-02-06,98.41,96.09,40,-133.13,-3.36,19,True,2023-02-01,0,3.26,ATR,False,False,,0,B
FTV,1,2023-02-06,2023-02-07,50.94,51.04,76,-32.09,-0.82,1,False,,0,0.58,Rotation,True,False,,0,B
AME,1,2023-02-07,2023-02-08,142.73,143.47,27,-20.18,-0.52,1,False,,0,0.64,Rotation,True,False,,0,B
DD,1,2023-02-08,2023-02-22,30.28,28.66,127,-246.73,-6.38,9,False,,0,0.0,ATR,False,False,,0,B
MNST,2,2022-11-07,2023-03-02,49.17,49.38,80,-23.2,-0.59,78,True,2022-11-23,0,6.88,ATR,False,False,,0,B
CRM,2,2023-03-03,2023-03-07,185.35,181.79,20,-111.16,-2.98,2,False,,0,0.0,Exhaust,False,True,2023-03-03,2,B
LIN,1,2023-02-27,2023-03-10,331.81,331.76,10,-40.57,-1.22,9,False,,0,4.66,Exhaust,False,True,2023-03-03,5,B
GE,1,2023-03-10,2023-03-14,72.19,71.62,51,-69.25,-1.87,2,False,,0,0.0,Exhaust,False,True,2023-03-10,2,B
ANET,2,2023-03-09,2023-03-29,37.2,41.21,99,357.49,9.66,14,True,2023-03-16,0,13.85,Exhaust,False,True,2023-03-14,11,B
CAG,2,2023-04-06,2023-04-17,32.72,31.47,117,-185.79,-4.83,6,False,,0,0.0,ATR,False,False,,0,B
LMT,2,2023-04-19,2023-04-20,463.11,457.42,8,-85.54,-2.3,1,False,,0,0.0,Rotation,True,False,,0,B
CDNS,1,2023-03-17,2023-04-26,206.78,203.9,17,-88.96,-2.52,27,True,2023-04-12,0,4.95,ATR,False,False,,0,B
SYK,2,2023-04-20,2023-04-26,290.09,290.9,12,-30.21,-0.86,4,False,,0,1.64,Exhaust,False,True,2023-04-20,4,B
PEP,1,2023-04-26,2023-04-28,170.34,171.63,21,-13.05,-0.36,2,False,,0,0.64,Rotation,True,False,,0,B
META,1,2023-04-28,2023-05-05,237.15,230.43,15,-140.76,-3.93,5,False,,0,1.74,Exhaust,False,True,2023-04-28,5,B
GLD,1,2023-05-05,2023-05-10,186.56,188.98,19,5.98,0.17,3,False,,0,1.32,Rotation,True,False,,0,B
MSFT,2,2023-04-27,2023-05-24,289.12,308.12,12,187.98,5.39,19,True,2023-05-05,0,8.75,Exhaust,False,True,2023-05-22,2,B
CRM,1,2023-05-10,2023-05-24,201.97,203.06,17,-21.57,-0.62,10,True,2023-05-18,0,4.09,Exhaust,False,True,2023-05-18,4,B
MSFT,1,2023-05-26,2023-06-08,317.22,317.14,11,-40.86,-1.16,8,True,2023-05-30,0,3.68,Exhaust,False,True,2023-05-26,8,B
BA,1,2023-06-13,2023-06-15,222.35,217.17,16,-122.88,-3.43,2,False,,0,0.0,Rotation,True,False,,0,B
ISRG,1,2023-06-15,2023-06-22,322.24,323.69,10,-25.5,-0.79,4,False,,0,2.21,Exhaust,False,True,2023-06-15,4,B
BF-B,1,2023-06-22,2023-07-03,62.36,62.43,55,-36.39,-1.05,7,False,,0,0.36,Rotation,True,False,,0,B
MA,1,2023-07-03,2023-07-10,384.51,382.25,8,-58.06,-1.88,4,False,,0,0.87,Rotation,True,False,,0,B
BKR,1,2023-07-10,2023-07-28,31.04,32.85,109,156.75,4.61,14,True,2023-07-12,0,8.54,Exhaust,False,True,2023-07-10,14,B
CDNS,2,2023-05-26,2023-08-10,226.26,228.13,16,-10.08,-0.28,51,True,2023-05-30,0,8.04,ATR,False,False,,0,B
ANSS,1,2023-07-28,2023-08-14,69.19,63.42,51,-334.57,-9.43,11,False,,0,1.54,ATR,False,False,,0,B
OXY,1,2023-08-14,2023-08-17,62.44,60.34,52,-148.98,-4.56,3,False,,0,0.0,Rotation,True,False,,0,B
CTRA,2,2023-08-10,2023-08-30,25.77,25.91,138,-21.72,-0.61,14,False,,0,0.84,Rotation,True,False,,0,B
TJX,1,2023-08-17,2023-09-22,86.21,86.26,36,-38.26,-1.22,25,True,2023-08-30,0,5.09,ATR,False,False,,0,B
GOOG,2,2023-08-30,2023-09-27,134.47,128.39,24,-185.92,-5.73,19,False,,0,2.52,ATR,False,False,,0,B
XOM,1,2023-09-28,2023-10-05,110.17,100.82,29,-311.07,-9.68,5,False,,0,0.0,ATR,False,False,,0,B
GD,2,2023-10-10,2023-10-11,228.51,225.0,13,-85.67,-2.86,1,False,,0,0.0,Rotation,True,False,,0,B
CRWD,1,2023-10-09,2023-10-20,176.5,183.0,17,70.5,2.33,9,True,2023-10-11,0,6.64,Exhaust,False,True,2023-10-11,7,B
CDNS,2,2023-10-11,2023-10-25,250.32,237.04,12,-199.36,-6.59,10,False,,0,1.06,ATR,False,False,,0,B
QCOM,2,2023-11-03,2023-11-07,111.7,113.5,26,6.78,0.23,2,False,,0,1.68,Rotation,True,False,,0,B
VRTX,2,2023-11-07,2023-11-16,377.38,350.72,7,-226.62,-8.51,7,False,,0,0.41,ATR,False,False,,0,B
WMT,2,2023-11-16,2023-11-24,51.5,50.33,53,-101.89,-3.71,5,False,,0,0.0,ATR,False,False,,0,B
SCHW,2,2023-11-30,2023-12-01,57.88,59.06,46,14.0,0.52,1,False,,0,2.78,Rotation,True,True,2023-11-30,1,B
PSX,2,2023-12-01,2023-12-06,118.95,117.41,22,-73.8,-2.8,3,False,,0,0.93,Exhaust,False,True,2023-12-01,3,B
T,2,2023-12-06,2023-12-07,15.14,15.01,172,-62.75,-2.39,1,False,,0,0.0,Rotation,True,False,,0,B
FAST,2,2023-12-07,2023-12-08,29.72,29.67,85,-44.05,-1.73,1,False,,0,0.0,Rotation,True,False,,0,B
AIG,1,2023-11-03,2023-12-12,60.66,62.72,48,58.72,2.0,26,False,,0,3.41,Rotation,True,False,,0,B
ALL,1,2023-12-12,2023-12-15,136.68,132.01,20,-133.48,-4.85,3,False,,0,0.95,Exhaust,False,True,2023-12-12,3,B
AMD,2,2023-12-08,2023-12-21,129.54,138.14,19,123.4,4.97,9,True,2023-12-12,0,8.19,Exhaust,False,True,2023-12-11,8,B
LRCX,1,2023-12-15,2023-12-21,75.38,76.28,35,-8.55,-0.32,4,False,,0,1.52,Exhaust,False,True,2023-12-15,4,B
XLV,2,2024-01-03,2024-01-09,134.14,135.07,20,-21.5,-0.8,4,False,,0,0.8,Rotation,True,True,2024-01-08,1,B
NVDA,2,2024-01-09,2024-01-10,52.37,53.58,51,21.93,0.81,1,False,,0,1.41,Rotation,True,False,,0,B
CRWD,2,2024-01-10,2024-01-18,274.87,281.67,9,21.2,0.85,5,True,2024-01-12,0,4.15,Exhaust,False,True,2024-01-10,5,B
TSCO,2,2024-01-18,2024-01-19,43.95,44.41,62,-11.58,-0.42,1,False,,0,0.91,Rotation,True,False,,0,B
BSX,1,2024-01-02,2024-01-25,57.46,60.27,47,92.07,3.38,16,True,2024-01-09,0,6.25,Exhaust,False,True,2024-01-09,11,B
MAR,2,2024-01-19,2024-02-01,227.71,235.28,11,43.32,1.72,9,True,2024-01-25,0,4.52,Exhaust,False,True,2024-01-22,8,B
NFLX,1,2024-01-25,2024-02-06,55.19,56.41,50,20.85,0.75,8,False,,0,4.32,Exhaust,False,True,2024-01-25,8,B
XYL,1,2024-02-07,2024-02-09,117.54,119.19,23,-2.14,-0.08,2,False,,0,2.22,Rotation,True,True,2024-02-07,2,B
BSX,2,2024-02-01,2024-02-22,64.47,65.76,43,15.47,0.55,14,True,2024-02-16,0,2.71,Exhaust,False,True,2024-02-01,14,B
CTRA,2,2024-02-22,2024-02-23,23.96,24.43,117,14.31,0.51,1,False,,0,2.01,Rotation,True,False,,0,B
AVGO,2,2024-02-23,2024-03-11,127.67,124.7,22,-105.35,-3.72,11,True,2024-03-01,0,7.54,Exhaust,False,True,2024-03-01,6,B
XLB,2,2024-03-12,2024-03-15,43.31,43.22,63,-45.44,-1.65,3,False,,0,0.99,Rotation,True,True,2024-03-13,2,B
MSFT,2,2024-03-15,2024-03-18,412.95,407.99,6,-69.78,-2.79,1,False,,0,0.0,Rotation,True,False,,0,B
PSX,2,2024-03-18,2024-03-26,148.62,146.02,17,-84.22,-3.31,6,False,,0,0.03,Exhaust,False,True,2024-03-20,4,B
MKC,2,2024-03-27,2024-04-02,73.43,73.27,35,-45.62,-1.76,3,False,,0,0.0,Rotation,True,True,2024-03-27,3,B
GD,2,2024-04-02,2024-04-03,279.31,278.13,9,-50.6,-2.0,1,False,,0,0.0,Rotation,True,False,,0,B
ALL,1,2024-02-09,2024-04-05,153.27,165.29,18,176.39,6.35,38,True,2024-03-22,0,8.78,Exhaust,False,True,2024-03-26,7,B
MSC,2,2024-04-03,2024-04-05,9.11,7.42,272,-499.68,-20.0,2,False,,0,0.0,ATR,False,False,,0,B
CAG,1,2024-04-05,2024-04-10,27.21,27.59,90,-5.71,-0.23,3,False,,0,1.86,Rotation,True,True,2024-04-05,3,B
EWT,1,2024-04-10,2024-04-16,45.66,43.06,53,-177.41,-7.27,4,False,,0,0.02,ATR,False,False,,0,B
GLD,2,2024-04-08,2024-04-23,215.98,213.96,11,-62.22,-2.6,11,True,2024-04-12,0,2.43,Exhaust,False,True,2024-04-08,11,B
PM,2,2024-04-24,2024-04-25,89.47,91.97,26,24.88,1.06,1,False,,0,2.29,Rotation,True,True,2024-04-24,1,B
BSX,2,2024-04-25,2024-04-30,73.13,72.34,32,-65.28,-2.77,3,False,,0,0.18,Exhaust,False,True,2024-04-25,3,B
AXP,1,2024-04-22,2024-05-01,227.06,228.22,10,-28.36,-1.24,7,False,,0,3.06,Exhaust,False,True,2024-04-23,6,B
DD,2,2024-05-02,2024-05-03,31.77,31.54,72,-57.09,-2.47,1,False,,0,0.0,Rotation,True,False,,0,B
DUK,1,2024-05-02,2024-05-06,92.98,93.44,24,-29.07,-1.29,2,False,,0,0.26,Rotation,True,False,,0,B
AMGN,1,2024-05-06,2024-05-22,292.51,298.2,7,-0.12,-0.01,12,False,,0,2.62,Rotation,True,True,2024-05-09,9,B
XYL,2,2024-05-03,2024-05-24,134.33,141.44,16,73.79,3.4,15,True,2024-05-10,0,6.15,Exhaust,False,True,2024-05-06,14,B
INDA,2,2024-05-24,2024-05-30,53.69,52.62,42,-85.03,-3.74,3,False,,0,0.0,ATR,False,False,,0,B
MCHP,1,2024-05-23,2024-06-05,95.17,89.95,23,-159.98,-7.24,8,False,,0,0.0,ATR,False,False,,0,B
RTX,2,2024-06-03,2024-06-17,103.82,100.68,21,-105.87,-4.81,10,False,,0,1.12,ATR,False,False,,0,B
NFLX,2,2024-06-17,2024-06-25,66.91,67.34,31,-26.58,-1.27,5,False,,0,2.54,Exhaust,False,True,2024-06-18,4,B
ISRG,1,2024-06-06,2024-07-02,413.92,436.31,5,71.95,3.44,17,True,2024-06-17,0,7.54,Exhaust,False,True,2024-06-12,13,B
EWT,1,2024-07-08,2024-07-16,52.31,52.16,40,-46.3,-2.19,6,False,,0,0.67,Exhaust,False,True,2024-07-08,6,B
AMZN,2,2024-06-27,2024-07-19,195.01,181.14,10,-178.7,-9.07,15,False,,0,2.56,ATR,False,False,,0,B
BAC,1,2024-07-17,2024-07-22,41.91,40.94,50,-88.49,-4.18,3,False,,0,0.76,Exhaust,False,True,2024-07-17,3,B
GE,1,2024-07-24,2024-07-25,169.75,161.64,11,-129.28,-6.85,1,False,,0,0.0,ATR,False,False,,0,B
ALL,2,2024-07-19,2024-07-26,171.64,160.93,11,-157.83,-8.27,5,False,,0,0.0,ATR,False,False,,0,B
RTX,1,2024-07-26,2024-08-06,110.32,111.9,16,-14.75,-0.83,7,False,,0,3.1,Exhaust,False,True,2024-07-26,7,B
ABBV,2,2024-07-26,2024-08-06,173.01,174.88,10,-21.33,-1.22,7,True,2024-08-02,0,3.41,Exhaust,False,True,2024-07-26,7,B
VTR,1,2024-08-07,2024-08-16,54.5,55.26,33,-14.86,-0.82,7,True,2024-08-09,0,3.74,Exhaust,False,True,2024-08-07,7,B
FTNT,2,2024-08-08,2024-08-23,69.72,74.88,26,94.16,5.14,11,True,2024-08-19,0,8.39,Exhaust,False,True,2024-08-08,11,B
ECL,2,2024-09-03,2024-09-04,246.31,244.37,7,-53.62,-3.07,1,False,,0,0.0,Rotation,True,False,,0,B
WMT,1,2024-08-16,2024-09-09,71.7,75.8,25,62.33,3.44,15,True,2024-08-22,0,6.24,Exhaust,False,True,2024-08-20,13,B
CCI,1,2024-09-09,2024-09-19,105.71,108.36,17,5.15,0.28,8,True,2024-09-10,0,5.15,Exhaust,False,True,2024-09-09,8,B
T,2,2024-09-04,2024-09-20,18.94,19.69,97,32.63,1.76,12,True,2024-09-09,0,8.69,Exhaust,False,True,2024-09-04,12,B
CAT,2,2024-09-20,2024-09-23,362.05,360.67,5,-46.89,-2.56,1,False,,0,0.0,Rotation,True,False,,0,B
MET,1,2024-09-19,2024-09-25,76.9,77.38,24,-28.5,-1.53,4,False,,0,1.51,Exhaust,False,True,2024-09-19,4,B
DD,1,2024-09-25,2024-10-02,35.37,35.64,52,-26.27,-1.41,5,False,,0,2.79,Exhaust,False,True,2024-09-26,4,B
PEG,2,2024-09-23,2024-10-08,83.19,86.51,22,33.07,1.79,11,True,2024-10-01,0,5.59,Exhaust,False,True,2024-09-23,11,B
HON,2,2024-10-10,2024-10-14,193.17,197.5,9,-1.04,-0.06,2,False,,0,2.12,Rotation,True,False,,0,B
MRVL,2,2024-10-16,2024-10-18,79.07,80.12,23,-15.73,-0.86,2,False,,0,2.86,Rotation,True,False,,0,B
TRV,2,2024-10-18,2024-10-23,262.77,252.71,7,-110.39,-5.94,3,False,,0,0.0,Rotation,True,True,2024-10-18,3,B
AON,1,2024-10-09,2024-10-31,350.43,366.58,5,40.71,2.3,16,True,2024-10-15,0,6.3,Exhaust,False,True,2024-10-25,4,B
PM,2,2024-10-23,2024-11-04,123.07,124.25,14,-23.43,-1.34,8,False,,0,2.17,Exhaust,False,True,2024-10-23,8,B
ABBV,1,2024-10-31,2024-11-07,192.0,191.98,9,-40.17,-2.3,5,False,,0,0.94,Rotation,True,False,,0,B
ORCL,1,2024-11-07,2024-11-15,178.2,181.59,9,-9.53,-0.59,6,True,2024-11-08,0,4.72,Exhaust,False,True,2024-11-08,5,B
AMZN,2,2024-11-04,2024-11-18,196.45,204.15,9,29.3,1.64,10,True,2024-11-06,0,8.98,Exhaust,False,True,2024-11-13,3,B
PG,2,2024-11-25,2024-11-26,171.69,171.42,10,-42.71,-2.46,1,False,,0,0.0,Rotation,True,False,,0,B
APD,2,2024-11-26,2024-12-04,321.22,317.43,5,-58.95,-3.63,5,False,,0,0.52,Exhaust,False,True,2024-11-26,5,B
WMT,1,2024-11-20,2024-12-10,85.41,92.76,21,114.31,6.3,13,True,2024-11-22,0,10.51,Exhaust,False,True,2024-11-21,12,B
HSY,1,2024-12-10,2024-12-12,186.22,169.19,9,-193.32,-11.4,2,False,,0,0.0,ATR,False,False,,0,B
T,2,2024-12-04,2024-12-19,22.16,21.07,75,-121.45,-7.22,11,False,,0,0.89,ATR,False,False,,0,B
V,1,2024-12-18,2024-12-19,315.6,308.99,5,-73.05,-4.57,1,False,,0,0.0,ATR,False,False,,0,B
EBAY,2,2025-01-10,2025-01-15,67.45,63.64,23,-127.6,-8.12,3,False,,0,0.0,ATR,False,False,,0,B
RL,1,2025-01-07,2025-01-28,240.06,244.73,6,-11.99,-0.82,13,True,2025-01-23,0,5.23,Exhaust,False,True,2025-01-22,4,B
T,1,2025-01-28,2025-01-29,22.81,23.43,67,1.29,0.08,1,False,,0,1.41,Rotation,True,True,2025-01-28,1,B
CCL,1,2025-01-29,2025-02-04,27.64,27.05,55,-72.3,-4.69,4,False,,0,2.59,Exhaust,False,True,2025-01-30,3,B
GOOGL,1,2025-02-05,2025-02-07,190.19,190.17,7,-40.14,-2.97,2,False,,0,0.28,Rotation,True,False,,0,B
HLT,1,2025-02-07,2025-02-18,269.33,265.05,5,-61.39,-4.49,6,False,,0,1.25,Exhaust,False,True,2025-02-07,6,B
EWG,1,2025-02-19,2025-03-03,35.66,36.88,40,8.79,0.61,8,False,,0,1.27,Rotation,True,False,,0,B
MS,2,2025-01-21,2025-03-05,132.0,118.81,11,-185.03,-12.57,30,False,,0,4.09,ATR,False,False,,0,B
EWL,2,2025-03-05,2025-03-10,51.9,52.12,24,-34.82,-2.75,3,False,,0,1.23,Rotation,True,True,2025-03-05,3,B
EWG,1,2025-03-04,2025-03-11,35.87,37.46,40,23.35,1.6,5,True,2025-03-05,0,6.42,Exhaust,False,True,2025-03-05,4,B
NEE,2,2025-03-11,2025-03-14,73.71,70.68,18,-94.54,-7.02,3,False,,0,0.0,Rotation,True,False,,0,B
EWJ,2,2025-03-17,2025-04-01,67.56,64.86,19,-91.41,-7.01,11,False,,0,1.47,Rotation,True,False,,0,B
CME,1,2025-03-11,2025-04-07,252.93,244.96,5,-79.83,-6.21,19,True,2025-04-04,0,2.19,ATR,False,False,,0,B
EXC,2,2025-04-01,2025-04-07,44.19,43.44,28,-60.82,-4.84,4,True,2025-04-03,0,3.21,Exhaust,False,True,2025-04-03,2,B
TLT,1,2025-04-07,2025-04-09,87.89,83.48,13,-97.33,-8.37,2,False,,0,0.0,ATR,False,False,,0,B
HYG,1,2025-05-13,2025-05-21,75.28,74.99,15,-44.27,-3.85,6,False,,0,0.11,Rotation,True,False,,0,B
D,1,2025-05-21,2025-06-02,55.12,54.52,20,-52.01,-4.63,7,False,,0,0.0,Rotation,True,False,,0,B
EFA,1,2025-06-03,2025-06-16,85.79,86.84,12,-27.47,-2.62,9,False,,0,1.72,Rotation,True,False,,0,B
RTX,1,2025-06-16,2025-06-25,144.8,140.63,7,-69.2,-6.69,6,False,,0,1.35,Exhaust,False,True,2025-06-16,6,B
CCL,1,2025-06-25,2025-07-09,25.66,29.07,37,85.96,8.87,9,True,2025-06-30,0,16.21,Exhaust,False,True,2025-06-27,7,B
MNST,2,2025-05-19,2025-07-10,62.85,59.57,18,-99.04,-8.6,35,False,,0,2.21,ATR,False,False,,0,B
CSX,2,2025-07-14,2025-07-15,33.57,33.55,30,-40.59,-3.95,1,False,,0,0.12,Rotation,True,False,,0,B
SLV,1,2025-07-14,2025-07-28,35.22,34.65,29,-56.53,-5.43,10,False,,0,1.42,Rotation,True,False,,0,B
FAST,2,2025-07-15,2025-07-29,44.47,46.23,22,-1.21,-0.12,10,True,2025-07-22,0,6.13,Exhaust,False,True,2025-07-16,9,B
AEP,2,2025-07-31,2025-08-01,109.9,111.65,8,-25.94,-2.88,1,False,,0,0.52,Rotation,True,False,,0,B
D,2,2025-08-04,2025-08-13,58.66,59.57,16,-25.45,-2.66,7,False,,0,1.93,Exhaust,False,True,2025-08-07,4,B
VGT,2,2025-08-13,2025-08-20,88.47,85.6,10,-68.73,-7.6,5,False,,0,0.0,ATR,False,False,,0,B
XLP,2,2025-08-21,2025-08-25,80.98,80.43,10,-45.49,-5.48,2,False,,0,0.0,Rotation,True,False,,0,B
CCL,2,2025-08-25,2025-09-08,30.97,31.55,27,-24.14,-2.82,9,False,,0,4.44,Rotation,True,False,,0,B
ANET,2,2025-09-11,2025-09-15,151.99,139.6,5,-101.95,-13.07,2,False,,0,0.69,Exhaust,False,True,2025-09-11,2,B
NEM,1,2025-07-28,2025-10-10,64.29,85.83,24,334.19,19.59,53,True,2025-08-07,1,26.91,Exhaust,False,True,2025-08-26,32,B
WMT,1,2025-10-15,2025-10-21,106.88,106.89,9,-39.91,-4.06,4,False,,0,1.59,Rotation,True,True,2025-10-15,4,B
CVS,2,2025-10-16,2025-10-24,78.73,80.15,12,-22.96,-2.38,6,False,,0,2.86,Exhaust,False,True,2025-10-16,6,B
K,1,2025-10-22,2025-10-28,70.38,69.09,14,-58.09,-5.78,4,False,,0,0.0,Rotation,True,False,,0,B
ROST,1,2025-10-28,2025-10-29,159.42,158.22,5,-45.97,-5.63,1,False,,0,0.36,Rotation,True,False,,0,B
AEP,1,2025-10-30,2025-11-04,119.65,118.48,7,-48.2,-5.62,3,False,,0,0.28,Rotation,True,False,,0,B
CTRA,1,2025-11-05,2025-11-06,25.4,25.6,35,-32.76,-3.6,1,False,,0,0.0,Rotation,True,False,,0,B
QCOM,2,2025-10-28,2025-11-18,181.83,163.01,5,-134.11,-14.43,15,False,,0,0.0,ATR,False,False,,0,B
